taxonid_iucn,scientific_name,subspecies,rank,subpopulation,threatCategory,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
141758366,Ceylonosticta anamia,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Ceylonosticta,Ana Mia’s Shadowdamsel,"(Bedjanic, 2010)",2021,2020-05-01,EN,"B1ab(ii,iii)+2ab(ii,iii)",Decreasing,False,True,True,"Bedjanič, M., Dow, R.A. & Sumanapala, A.P.","Clausnitzer, V.",300-500,"4484-7632,4484-5000",1000.0,30.0,,,,,,
59722,Ceylonosticta austeni,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Ceylonosticta,Austin’s Shadowdamsel,"(Lieftinck, 1940)",2021,2020-05-02,EN,"B1ab(ii,iii)+2ab(ii,iii)",Decreasing,False,True,True,"Bedjanič, M., Dow, R.A. & Sumanapala, A.P.","Clausnitzer, V.",180-500,3010-5816,348.0,190.0,,,,,,
141759017,Ceylonosticta bine,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Ceylonosticta,Bine’s Shadowdamsel,"(Bedjanic, 2010)",2021,2020-05-02,EN,"B2ab(ii,iii)",Decreasing,False,True,True,"Bedjanič, M., Dow, R.A. & Sumanapala, A.P.","Clausnitzer, V.",244-500,6472-10163,1000.0,30.0,,,,,,
197118,Ceylonosticta digna,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Ceylonosticta,Noble Shadowdamsel,"(Hagen, 1860)",2021,2020-05-03,EN,"B1ab(ii,iii)+2ab(ii,iii)",Decreasing,False,True,True,"Bedjanič, M., Dow, R.A. & Sumanapala, A.P.","Clausnitzer, V.",40-500,891-2485,1000.0,40.0,,,,,,
59723,Ceylonosticta hilaris,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Ceylonosticta,Merry Shadowdamsel,"(Hagen, 1860)",2021,2020-05-03,EN,"B1ab(ii,iii)+2ab(ii,iii)",Decreasing,False,True,True,"Bedjanič, M., Dow, R.A. & Sumanapala, A.P.","Clausnitzer, V.",96-500,1987-5331,1340.0,500.0,,,,,,
141760152,Ceylonosticta mojca,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Ceylonosticta,Mojca’s Shadowdamsel,"(Bedjanic, 2010)",2021,2020-06-11,EN,"B1ab(ii,iii)+2ab(ii,iii)",Decreasing,False,True,True,"Dow, R.A.","Clausnitzer, V.",64-500,1619-3109,1000.0,30.0,,,,,,
59724,Ceylonosticta montana,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Ceylonosticta,Dark Knob-tipped Shadowdamsel,"(Hagen, 1860)",2021,2020-06-11,EN,"B1ab(ii,iii)+2ab(ii,iii)",Decreasing,False,True,True,"Bedjanič, M., Dow, R.A. & Sumanapala, A.P.","Clausnitzer, V.",68-500,1101-2317,2000.0,1000.0,,,,,,
197113,Ceylonosticta nietneri,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Ceylonosticta,Nietner’s Shadowdamsel,"Fraser, 1931",2021,2020-06-12,EN,"B2ab(ii,iii)",Decreasing,False,True,True,"Bedjanič, M., Dow, R.A. & Sumanapala, A.P.","Clausnitzer, V.",156-500,5819-8329,800.0,100.0,,,,,,
59725,Ceylonosticta submontana,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Ceylonosticta,Bordered Knob-tipped Shadowdamsel,"Fraser, 1933",2021,2020-07-30,EN,"B1ab(ii,iii)+2ab(ii,iii)",Decreasing,False,True,True,"Bedjanič, M., Dow, R.A. & Sumanapala, A.P.","Clausnitzer, V.",68-500,386-1251,1400.0,500.0,,,,,,
197109,Ceylonosticta tropica,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Ceylonosticta,Dark-shouldered Cornuted Shadowdamsel,"(Hagen in Selys, 1860)",2021,2020-07-31,EN,"B1ab(ii,iii)+2ab(ii,iii)",Decreasing,False,True,True,"Bedjanič, M., Dow, R.A. & Sumanapala, A.P.","Clausnitzer, V.",108-500,2059-4035,2000.0,400.0,,,,,,
163516,Ceylonosticta walli,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYSTICTIDAE,Ceylonosticta,Wall's Shadowdamsel,"Fraser, 1931",2021,2020-07-31,EN,"B1ab(ii,iii)+2ab(ii,iii)",Decreasing,False,True,True,"Bedjanič, M., Dow, R.A. & Sumanapala, A.P.","Clausnitzer, V.",192-500,1348-3471,900.0,50.0,,,,,,
61690,Ceylonthelphusa alpina,,,,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Ceylonthelphusa,,"Bahir &amp; Ng, 2005",2008,2008-01-01,EN,B1ab(iii)+2ab(iii),Unknown,False,True,True,"Bahir, M.M., Ng Kee Lin, P., Crandall, K.A., Pethiyagoda, R. & Cumberlidge, N.","Darwall, W.R.T., Pollock, C.M. & McIvor, A.",<10,~10,1000.0,620.0,,,,,,
61691,Ceylonthelphusa armata,,,,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Ceylonthelphusa,,"(Ng, 1995)",2008,2008-01-01,EN,B1ab(iii)+2ab(iii),Unknown,False,True,True,"Bahir, M.M., Ng Kee Lin, P., Crandall, K.A., Pethiyagoda, R. & Cumberlidge, N.","Darwall, W.R.T., Pollock, C.M. & McIvor, A.",<10,20,304.0,304.0,,,,,,
61693,Ceylonthelphusa cavatrix,,,,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Ceylonthelphusa,,"(Bahir, 1998)",2017,2008-01-01,EN,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Esser, L.J. & Cumberlidge, N.","Darwall, W.R.T., Pollock, C.M. & McIvor, A.",<10,10,1100.0,,,,,,True,Replaced Old Threat Codes 1 Habitat Loss/Degradation (human induced) &amp; 6 Pollution (affecting habitat and/or species) with New Threat Codes of 5.3.5. Biological resource use -&gt; Logging &amp; wood harvesting -&gt; Motivation Unknown/Unrecorded &amp; 9.1.3. Pollution -&gt; Domestic &amp; urban waste water -&gt; Type Unknown/Unrecorded.
61694,Ceylonthelphusa diva,,,,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,GECARCINUCIDAE,Ceylonthelphusa,,"Bahir &amp; Ng, 2005",2008,2008-01-01,EN,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Bahir, M.M., Ng Kee Lin, P., Crandall, K.A., Pethiyagoda, R. & Cumberlidge, N.","Darwall, W.R.T., Pollock, C.M. & McIvor, A.",<10,10,950.0,,,,,,,
4309,Chaerephon bregullae,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Chaerephon,Fijian Free-tailed Bat,"(Felten, 1964)",2019,2018-08-30,EN,B2ab(iii),Decreasing,False,False,True,"Waldien, D.L., Scanlon, A., Thompson, B.L., Sherwin, R.E., Naikatini, A. & Tikoca, S.","Armstrong, K.N.",400-500,,,,,,True,Correction of reviewer initials.,,
4320,Chaerephon solomonis,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Chaerephon,Solomons Free-tailed Bat,"(Troughton, 1931)",2020,2019-07-28,EN,"B2ab(ii,iii,v)",Decreasing,False,False,True,"Pennay, M. & Leary, T.","Waldien, D.L.",10-12,18257,,0.0,,,,,,
4321,Chaerephon tomensis,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Chaerephon,São Tomé Free-tailed Bat,"(Juste &amp; Ibáñez, 1993)",2019,2016-08-31,EN,B1ab(iii),Decreasing,False,False,True,"Monadjem, A., Mickleburgh, S., Hutson, A.M., Bergmans, W. & Juste, J.","Waldien, D.L.",933,933,,,,,,,,
169676,Chaetodontoplus vanderloosi,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Chaetodontoplus,,"Allen &amp; Steene, 2004",2010,2009-10-08,EN,B1ab(v)+2ab(v),Decreasing,True,False,False,"Allen, G.R.","Elfes, C., Polidoro, B., Livingstone, S. & Carpenter, K.E.",15,275,,,,,,,,
49830447,Chaetostoma changae,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Chaetostoma,,"Salcedo, 2006",2016,2014-04-23,EN,"B1ab(iii,v)",Decreasing,False,True,False,"Ortega Torres, H., Valenzuela Mendoza, L., Espino Ciudad, J., Hidalgo del Aguila, M., Velasquez, M. & Chocano, L.","Tognelli, M., Cox, N.A. & Reis, R.",,160,,,,,,,,
49830176,Chaetostoma daidalmatos,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Chaetostoma,carachama,"Salcedo, 2006",2016,2014-04-23,EN,B1ab(iii),Decreasing,False,True,False,"Ortega Torres, H., Valenzuela Mendoza, L., Espino Ciudad, J., Chocano, L., Hidalgo del Aguila, M. & Velasquez, M.","Tognelli, M., Cox, N.A. & Reis, R.",,99,,,,,,,,
49830371,Chaetostoma lepturum,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Chaetostoma,,"Regan, 1912",2016,2014-10-06,EN,B1ab(iii),Unknown,False,True,False,"Lasso, C., Mesa-Salazar, L. & Sanchez-Duarte, P.","Tognelli, M. & Pavanelli, C.",,2500,500.0,100.0,,,,,,
49830335,Chaetostoma loborhynchos,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Chaetostoma,carachama,"Tschudi, 1846",2016,2014-04-23,EN,"B1ab(iii,v)",Decreasing,False,True,False,"Ortega Torres, H., Valenzuela Mendoza, L., Espino Ciudad, J., Hidalgo del Aguila, M. & Velasquez, M.","Tognelli, M., Cox, N.A. & Pavanelli, C.",,1100,1500.0,1000.0,,,,,,
49830092,Chaetostoma palmeri,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Chaetostoma,,"Regan, 1912",2016,2014-10-06,EN,B1ab(iii),Unknown,False,True,False,"Lasso, C., Mesa-Salazar, L. & Sanchez-Duarte, P.","Tognelli, M. & Pavanelli, C.",,2400,,,,,,,,
118038935,Chaetostoma stannii,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Chaetostoma,,"Lütken, 1874",2019,2017-05-23,EN,B2ab(iii),Unknown,False,True,False,"Echevarría, G.","Reis, R. & Sayer, C.",68,9933,800.0,50.0,,,,,,
49830138,Chaetostoma stroumpoulos,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Chaetostoma,carachama,"Salcedo, 2006",2016,2014-04-23,EN,"B1ab(iii,v)",Decreasing,False,True,False,"Ortega Torres, H., Valenzuela Mendoza, L., Espino Ciudad, J., Chocano, L., Velasquez, M. & Hidalgo del Aguila, M.","Tognelli, M., Cox, N.A. & Pavanelli, C.",,340,,,,,,,,
118038984,Chaetostoma yurubiense,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Chaetostoma,,"Ceas &amp; Page, 1996",2019,2017-05-23,EN,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Echevarría, G.","Reis, R. & Sayer, C.",20,2218,300.0,100.0,,,,,,
61479,Chalcides mauritanicus,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,Two-fingered Skink,"(Duméril &amp; Bibron, 1839)",2009,2008-12-14,EN,B1ab(iii),Decreasing,False,False,True,"Jose Antonio Mateo Miras, Ulrich Joger, Juan Pleguezuelos, Tahar Slimani, El Hassan El Mouden, Philippe Geniez, Iñigo Martínez-Solano",Neil Cox and Helen Temple,,,140.0,,,,,,,
61484,Chalcides parallelus,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,Chafarinas' Skink,"(Doumergue, 1901)",2009,2008-12-14,EN,B1ab(iii),Decreasing,False,False,True,"Geniez, P., Mateo, J.A., Joger, U., Pleguezuelos, J., Slimani, T., El Mouden, E.H. & Martinez Solano, I.","Cox, N.A. & Temple, H.J.",,,30.0,0.0,,,True,"Reformatted names of Assessor(s), Reviewer(s), Contributor(s), Facilitator(s) and/or Compiler(s).",,
61488,Chalcides simonyi,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,Lisneja,"Steindachner, 1891",2009,2008-12-14,EN,B1ab(iii),Decreasing,False,False,True,"Jose Antonio Mateo Miras, Valentin Pérez-Mellado, Iñigo Martínez-Solano","Cox, N. and Temple, H.J. (Global Reptile Assessment)",,,,,,,,,,
197217,Chalcidoseps thwaitesi,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcidoseps,Thwaites' Skink,"(Günther, 1872)",2021,2019-09-14,EN,B1ab(iii),Unknown,False,False,True,"Ukuwela, K., de Silva, A. & Gunawardene, S.","Cox, N.A.",,111,1400.0,600.0,,,,,,
4420,Chalinolobus neocaledonicus,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Chalinolobus,New Caledonia Wattled Bat,"Revilliod, 1914",2020,2019-07-04,EN,C2a(ii),Decreasing,False,False,True,"Brescia, F.","Waldien, D.L.",,20890,,0.0,,,,,,
60899,Champsochromis spilorhynchus,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Champsochromis,,"(Regan, 1922)",2019,2018-05-22,EN,A2ad,Decreasing,False,True,False,"Konings, A.","Kanyerere, G.Z., Phiri, T.B. & Snoeks, J.",3150,30050,,,,,,,True,An amended assessment has been produced to add newly sourced point data for this species to the distribution map.
29481,Chapinophis xanthocheilus,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Chapinophis,,"Campbell &amp; Smith, 1998",2013,2012-05-07,EN,B1ab(iii),Unknown,False,False,True,"Johnson, J., Acevedo, M., Stafford, P., Campbell, J. & Ariano-Sánchez, D.","Bowles, P.",,,2300.0,1829.0,,,,,,
4529,Characodon audax,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Characodon,Bold Characodon,"Smith &amp; Miller, 1986",2019,2018-04-18,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",Decreasing,False,True,False,"Koeck, M.","Domínguez, O., Arroyave, J., Rivas, M. & Contreras MacBeath, T.",24-68,1100-2300,2050.0,1850.0,,,,,,
55384,Charadrahyla altipotens,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Charadrahyla,Yellow-bellied Voiceless Treefrog,"(Duellman, 1968)",2020,2019-10-21,EN,B1ab(iii),Unknown,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,2240,2000.0,1300.0,,,,,,
55577,Charadrahyla nephila,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Charadrahyla,Oaxacan Cloud-forest Treefrog,"(Mendelson &amp; Campbell, 1999)",2020,2019-10-21,EN,B1ab(iii),Unknown,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,3139,2256.0,680.0,,,,,,
149679965,Charadrahyla sakbah,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Charadrahyla,Mixteca Cloud-forest Treefrog,"Jiménez-Arcos, Calzada-Arciniega, Alfaro-Juantorena, Vázquez-Reyes, Blair &amp; Parra-Olea, 2019",2020,2019-10-21,EN,B1ab(iii),Unknown,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,142,1990.0,1390.0,,,,,,
55681,Charadrahyla trux,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Charadrahyla,Spine-fingered Treefrog,"(Adler &amp; Dennis, 1972)",2020,2019-10-24,EN,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,478,2415.0,1450.0,,,,,,
103896872,Charagotettix longispinis,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETRIGIDAE,Charagotettix,Long Humpback Pygmy Grasshopper,"(Günther, 1939)",2017,2017-02-03,EN,"B1ab(iii,v)",Decreasing,False,False,True,"Danielczak, A., Devriese, H. & Hochkirch, A.","Russell, N.",,149,,,,,,,,
