taxonid_iucn,scientific_name,subspecies,rank,subpopulation,threatCategory
196269,Salpesia soricina,,,,EN
56798923,Saltuarius eximius,,,,EN
128088065,Salvadoropsis arenicola,,,,EN
19876,Salvelinus japonicus,,,,EN
169589,Salvelinus tolmachoffi,,,,EN
135427,Salvelinus willoughbii,,,,EN
45570,Salvia ecuadorensis,,,,EN
162200,Salvia granatensis,,,,EN
45575,Salvia loxensis,,,,EN
45576,Salvia peregrina,,,,EN
139603526,Salvia taraxacifolia,,,,EN
45580,Salvia unguella,,,,EN
61596,Sambucus nigra subsp. palmensis,palmensis,subsp.,,EN
19885,Samoana conica,,,,EN
19880,Samoana diaphana,,,,EN
19886,Samoana thurstoni,,,,EN
196779,Samoa sechellana,,,,EN
177528778,Sanchezia arborea,,,,EN
66186238,Sanctahelenia sanctaehelenae,,,,EN
19889,Sandelia bainsii,,,,EN
139544386,Sangabasis braulitae,,,,EN
139544736,Sangabasis bukid,,,,EN
139544865,Sangabasis carmelae,,,,EN
139545032,Sangabasis furcata,,,,EN
139545047,Sangabasis hamis,,,,EN
139545346,Sangabasis janvantoli,,,,EN
139545355,Sangabasis zamboanga,,,,EN
19898,Sanopus reticulatus,,,,EN
19899,Sanopus splendidus,,,,EN
158094,Sanrafaelia ruffonammari,,,,EN
177899,Santalum austrocaledonicum var. minutum,minutum,var.,,EN
177919,Santalum austrocaledonicum var. pilosulum,pilosulum,var.,,EN
62929,Santalum freycinetianum,,,,EN
62930,Santalum insulare,,,,EN
123040946,Santalum pyrularium,,,,EN
99548065,Santalum yasi,,,,EN
71622372,Santessoniella crossophylla,,,,EN
37711,Santiria nigricans,,,,EN
37712,Santiria rubiginosa var. pedicellata,pedicellata,var.,,EN
37714,Santiria sarawakana,,,,EN
136253,Sapajus flavius,,,,EN
42697,Sapajus robustus,,,,EN
44581823,Saphenophis sneiderni,,,,EN
169197,Sapho puella,,,,EN
149469417,Sapium allenii,,,,EN
142465437,Sapranthus hirsutus,,,,EN
143351091,Sapranthus isae,,,,EN
32573,Saprosma scabridum,,,,EN
31888,Sarawakodendron filamentosum,,,,EN
110464455,Sarcocheilichthys biwaensis,,,,EN
55387,Sarcohyla ameibothalame,,,,EN
55439,Sarcohyla cembra,,,,EN
55447,Sarcohyla chryses,,,,EN
151284673,Sarcohyla labeculata,,,,EN
55573,Sarcohyla mykter,,,,EN
169852180,Sarcohyla thorectes,,,,EN
46502,Sarcolaena delphinensis,,,,EN
191128508,Sarcomphalus glaziovii,,,,EN
32973,Sarcomphalus havanensis,,,,EN
126610143,Sarcomphalus pedunculatus,,,,EN
126610154,Sarcomphalus yucatanensis,,,,EN
40540,Sarcophilus harrisii,,,,EN
46199,Sarcophrynium villosum,,,,EN
169042861,Sarcotheca ferruginea,,,,EN
98836352,Sardinella tawilis,,,,EN
155651,Sardohoratia islamioides,,,,EN
63596,Sargassum setifolium,,,,EN
189126047,Saribus surru,,,,EN
189126177,Saribus tothur,,,,EN
21751854,Sarophorus punctatus,,,,EN
22692250,Sarothrura watersi,,,,EN
40116,Sarracenia purpurea var. montana,montana,var.,,EN
40117,Sarracenia rubra subsp. gulfensis,gulfensis,subsp.,,EN
40118,Sarracenia rubra subsp. jonesii,jonesii,subsp.,,EN
40119,Sarracenia rubra subsp. wherryi,wherryi,subsp.,,EN
46535,Saruma henryi,,,,EN
196120,Sason sechellanum,,,,EN
38696,Satranala decussilvae,,,,EN
42770,Saurauia aguaricana,,,,EN
136619778,Saurauia capitellata,,,,EN
168522843,Saurauia hispidicalyx,,,,EN
137469496,Saurauia iliasii,,,,EN
136619744,Saurauia jiewhoei,,,,EN
154179172,Saurauia klemmei,,,,EN
137469566,Saurauia kuchingensis,,,,EN
141540891,Saurauia linusii,,,,EN
42776,Saurauia mexiae,,,,EN
149675650,Saurauia molinae,,,,EN
30766,Saurauia serrata,,,,EN
42781,Saurauia striata,,,,EN
137469786,Saurauia subsessilifolia,,,,EN
42782,Saurauia tambensis,,,,EN
174482,Sauromalus hispidus,,,,EN
44661,Sauvagella robusta,,,,EN
180647,Sawbwa resplendens,,,,EN
161855,Saxifraga presolanensis,,,,EN
161993,Saxifraga tombeanensis,,,,EN
156194,Saxurinator montenegrinus,,,,EN
156082,Saxurinator sketi,,,,EN
134616,Sayamia melanodactylus,,,,EN
200456,Scabiosa adzharica,,,,EN
157030706,Scaevola coccinea,,,,EN
30448,Scalesia cordata,,,,EN
39138,Scalesia microcephala,,,,EN
30449,Scalesia microcephala var. cordifolia,cordifolia,var.,,EN
30450,Scalesia microcephala var. microcephala,microcephala,var.,,EN
57998,Scaphiophryne gottlebei,,,,EN
19940,Scaphirhynchus albus,,,,EN
117430673,Scaphochlamys abdullahii,,,,EN
125856285,Scaphochlamys baukensis,,,,EN
117430772,Scaphochlamys burkillii,,,,EN
117430780,Scaphochlamys concinna,,,,EN
125856334,Scaphochlamys johorensis,,,,EN
117431057,Scaphochlamys lanceolata,,,,EN
117455029,Scaphochlamys perakensis,,,,EN
117455202,Scaphochlamys tenuis,,,,EN
174400043,Scaphopetalum blackii var. letestui,letestui,var.,,EN
60987,Scardinius elmaliensis,,,,EN
190748,Scarus trispinosus,,,,EN
64093,Sceloporus chaneyi,,,,EN
64099,Sceloporus cyanostictus,,,,EN
64105,Sceloporus goldmani,,,,EN
126300069,Schaefferia lanceifolia,,,,EN
126300072,Schaefferia ovatifolia,,,,EN
31023,Schefflera euthytricha,,,,EN
174394374,Schefflerodendron gabonense,,,,EN
137573446,Schefflerodendron gilbertianum,,,,EN
64304382,Scheloribates evanescens,,,,EN
80230597,Schiedea lychnoides,,,,EN
80218482,Schiedea sarmentosa,,,,EN
80219156,Schiedea spergulina,,,,EN
177529563,Schinopsis peruviana,,,,EN
163489450,Schinus ramboi,,,,EN
137791820,Schismatoclada marojejyensis,,,,EN
137791810,Schismatoclada purpurea,,,,EN
162161008,Schismatogobius insignus,,,,EN
165548,Schismatorhynchos nukta,,,,EN
39215,Schistochila macrodonta,,,,EN
22713638,Schistolais leontica,,,,EN
144828105,Schistostemon sylvaticus,,,,EN
15141984,Schistura afasciata,,,,EN
181190,Schistura bairdi,,,,EN
181198,Schistura bolavenensis,,,,EN
128724945,Schistura harnaiensis,,,,EN
166643,Schistura kangjupkhulensis,,,,EN
128725353,Schistura macrolepis,,,,EN
168463,Schistura minuta,,,,EN
172493,Schistura nagodiensis,,,,EN
181092,Schistura nudidorsum,,,,EN
181015,Schistura pridii,,,,EN
180931,Schistura quasimodo,,,,EN
168421,Schistura reticulata,,,,EN
19977,Schistura sijuensis,,,,EN
187916,Schistura thanho,,,,EN
168520,Schistura tigrina,,,,EN
132416713,Schizachyrium djalonicum,,,,EN
132416739,Schizachyrium penicillatum,,,,EN
116125572,Schizachyrium radicosum,,,,EN
68501493,Schizolaena capuronii,,,,EN
70102659,Schizolaena cavacoana,,,,EN
137815657,Schizolaena charlotteae,,,,EN
137815667,Schizolaena isaloensis,,,,EN
70102831,Schizolaena manomboensis,,,,EN
70102488,Schizolaena masoalensis,,,,EN
70102848,Schizolaena milleri,,,,EN
137551780,Schizolaena noronhae,,,,EN
137815677,Schizolaena parvipetala,,,,EN
70102872,Schizolaena turkii,,,,EN
19993,Schizothorax lepidothorax,,,,EN
154180084,Schleinitzia megaladenia,,,,EN
40873,Schlumbergera kautskyi,,,,EN
151940,Schlumbergera orssichiana,,,,EN
152765,Schlumbergera russelliana,,,,EN
88513653,Schoenoplectiella heterophylla,,,,EN
30961,Schoepfia arenaria,,,,EN
126623080,Schoepfia pringlei,,,,EN
126623083,Schoepfia shreveana,,,,EN
31817,Schoutenia corneri,,,,EN
137727841,Schrebera orientalis,,,,EN
136621349,Schultesianthus uniflorus,,,,EN
39165,Sciaromiopsis sinensis,,,,EN
13158348,Scilla dimartinoi,,,,EN
61607,Scilla morrisii,,,,EN
151999178,Sciodaphyllum albocapitatum,,,,EN
153317777,Sciodaphyllum calyptricuspidatum,,,,EN
149469655,Sciodaphyllum cartagoense,,,,EN
153316274,Sciodaphyllum connatum,,,,EN
147471195,Sciodaphyllum crassilimbum,,,,EN
153308595,Sciodaphyllum digynum,,,,EN
149469407,Sciodaphyllum institum,,,,EN
162395363,Sciodaphyllum samarianum,,,,EN
177529402,Sciodaphyllum viguierianum,,,,EN
59772,Sciotropis lattkei,,,,EN
40001,Sciurocheirus alleni ssp. alleni,alleni,ssp.,,EN
46196,Scleria afroreflexa,,,,EN
123730366,Scleria andringitrensis,,,,EN
172937025,Scleria baroni-clarkei,,,,EN
164204024,Scleria burchellii,,,,EN
164209170,Scleria fulvipilosa,,,,EN
123732302,Scleria hildebrandtii,,,,EN
88513810,Scleria madagascariensis,,,,EN
172032833,Scleria mongomoensis,,,,EN
179801,Scleria pachyrrhyncha,,,,EN
172936973,Scleria pedicellata,,,,EN
123730610,Scleria perpusilla,,,,EN
172032859,Scleria polyrrhiza,,,,EN
120181161,Scleria richardsiae,,,,EN
152484,Sclerocactus nyensis,,,,EN
32240,Sclerocarya gillettii,,,,EN
39470,Sclerochiton preussii,,,,EN
48153883,Sclerochiton uluguruensis,,,,EN
172779201,Sclerogaster araripensis,,,,EN
187254,Scleromystax macropterus,,,,EN
152320185,Scleropages formosus,,,,EN
54723,Sclerophrys pantherina,,,,EN
54774,Sclerophrys taiensis,,,,EN
59652,Scolecomorphus uluguruensis,,,,EN
137808670,Scolopia delphinensis,,,,EN
137808683,Scolopia erythrocarpa,,,,EN
128656941,Scolopia inappendiculata,,,,EN
137808717,Scolopia meridionalis,,,,EN
33875,Scolosanthus howardii,,,,EN
56503760,Scolosanthus roulstonii,,,,EN
149257100,Scorodophloeus torrei,,,,EN
60484350,Scorpaena ascensionis,,,,EN
60484369,Scorpaena mellissii,,,,EN
122906680,Scortum neili,,,,EN
80719931,Scorzonera libanotica,,,,EN
85752713,Scorzonera mackmeliana,,,,EN
200459,Scorzonera safievii,,,,EN
199556,Scottiola salticiformis,,,,EN
164462,Scrophularia eriocalyx,,,,EN
175604328,Scutellaria yildirimlii,,,,EN
57612,Scutiger jiulongensis,,,,EN
57613,Scutiger liupanensis,,,,EN
57616,Scutiger muliensis,,,,EN
57620,Scutiger pingwuensis,,,,EN
107821062,Scybalocanthon arcabuquensis,,,,EN
22736188,Scytalopus diamantinensis,,,,EN
103661238,Scytalopus gonzagai,,,,EN
22728464,Scytalopus iraiensis,,,,EN
22703531,Scytalopus novacapitalis,,,,EN
22733280,Scytalopus robbinsi,,,,EN
22734661,Scytalopus rodriguezi,,,,EN
196272,Scytodes pholcoides,,,,EN
34869,Searsia brenanii,,,,EN
20084,Sebastes fasciatus,,,,EN
126603507,Sebastiania chiapensis,,,,EN
126603513,Sebastiania jaliscensis,,,,EN
29609,Sebastolobus alascanus,,,,EN
68002572,Secamone falcata,,,,EN
68002441,Secamone grandiflora,,,,EN
68002403,Secamone humbertii,,,,EN
137373451,Secamone nervosa,,,,EN
191545,Secamone schimperiana,,,,EN
201481,Sechelleptus seychellarum,,,,EN
201419,Sechelliosoma forcipatum,,,,EN
20380,Sechellophryne gardineri,,,,EN
137733757,Securinega antsingyensis,,,,EN
175710010,Seirophora aurantiaca,,,,EN
97214891,Selaginella lewalleana,,,,EN
201988216,Selaginella sespillifolia,,,,EN
22688308,Selasphorus ardens,,,,EN
152769,Selenicereus atropilosus,,,,EN
43327236,Selenipedium aequinoctiale,,,,EN
43327245,Selenipedium chica,,,,EN
86250738,Selenipedium dodsonii,,,,EN
43327297,Selenipedium isabelianum,,,,EN
43327313,Selenipedium steyermarkii,,,,EN
85850045,Seligeria carniolica,,,,EN
47251918,Semanotus algiricus,,,,EN
32521,Semecarpus acuminata,,,,EN
32522,Semecarpus coriacea,,,,EN
170574380,Semecarpus cupularis,,,,EN
162006161,Semecarpus impressicostatus,,,,EN
141540959,Semecarpus kinabaluensis,,,,EN
136619667,Semecarpus lineatus,,,,EN
162006177,Semecarpus pulvinatus,,,,EN
31135,Semecarpus riparia,,,,EN
131347270,Semiramisia pulcherrima,,,,EN
189233,Semisulcospira morii,,,,EN
39833,Semnopithecus ajax,,,,EN
22042,Semnopithecus vetulus,,,,EN
39843,Semnopithecus vetulus ssp. monticola,monticola,ssp.,,EN
39845,Semnopithecus vetulus ssp. philbricki,philbricki,ssp.,,EN
39842,Semnopithecus vetulus ssp. vetulus,vetulus,ssp.,,EN
20114,Semperdon uncatus,,,,EN
65611953,Senecio acetosaefolius,,,,EN
58388767,Senecio antitensis,,,,EN
58388795,Senecio baronii,,,,EN
58388785,Senecio barorum,,,,EN
158282,Senecio dentato-alatus,,,,EN
162308,Senecio elodes,,,,EN
158345,Senecio gramineticola,,,,EN
58388814,Senecio hildebrandtii,,,,EN
162401,Senecio lagascanus subsp. lusitanicus,lusitanicus,subsp.,,EN
147867061,Senecio leptopterus,,,,EN
158089,Senecio mabberleyi,,,,EN
58388796,Senecio navicularis,,,,EN
58388786,Senecio pleistophyllus,,,,EN
58388777,Senecio quartziticolus,,,,EN
97239776,Senecio rugegensis,,,,EN
58388791,Senecio sakamaliensis,,,,EN
158166,Senecio subfractiflexus,,,,EN
64593926,Senecio tsaratananensis,,,,EN
19891778,Senegalia menabeensis,,,,EN
146431103,Senegalia montis-salinarum,,,,EN
158210,Senegalia taylorii,,,,EN
34397,Senegalia venosa,,,,EN
19892830,Senna ankaranensis,,,,EN
128114765,Senna bosseri,,,,EN
128114790,Senna perrieri,,,,EN
45211,Senna scandens,,,,EN
189019073,Senna sousana,,,,EN
170575108,Seorsus taxifolius,,,,EN
34023,Sequoiadendron giganteum,,,,EN
34051,Sequoia sempervirens,,,,EN
35236,Serianthes margaretae,,,,EN
70482120,Sericanthe burundensis,,,,EN
138012460,Sericanthe halleana,,,,EN
138012550,Sericanthe roseoides,,,,EN
33915,Sericanthe toupetou,,,,EN
138095778,Sericanthe trilocularis,,,,EN
46123,Serjania brevipes,,,,EN
20160,Serranochromis meridianus,,,,EN
40044,Serratorotula juliformis,,,,EN
113230326,Serruria altiscapa,,,,EN
185421268,Serruria brownii,,,,EN
113232895,Serruria collina,,,,EN
157993810,Serruria decumbens,,,,EN
113237227,Serruria deluvialis,,,,EN
113237657,Serruria foeniculacea,,,,EN
157993830,Serruria heterophylla,,,,EN
113238056,Serruria incrassata,,,,EN
113238389,Serruria linearis,,,,EN
113238436,Serruria meisneriana,,,,EN
113238453,Serruria millefolia,,,,EN
157994122,Serruria rebeloi,,,,EN
113238841,Serruria roxburghii,,,,EN
113239718,Serruria williamsii,,,,EN
113239811,Serruria zeyheri,,,,EN
162291,Seseli intricatum,,,,EN
199541,Seselphisis visenda,,,,EN
22721749,Setophaga angelae,,,,EN
22721692,Setophaga chrysoparia,,,,EN
22724802,Setophaga flavescens,,,,EN
188036,Sewellia marmorata,,,,EN
187924,Sewellia patella,,,,EN
188013,Sewellia pterolineata,,,,EN
199565,Seychellesia longicercata,,,,EN
199500,Seychellesia patellifera,,,,EN
196296,Seychellia wiljoi,,,,EN
201495,Seychellonema gerlachi,,,,EN
22735022,Sheppardia aurantiithorax,,,,EN
22709655,Sheppardia gabela,,,,EN
22709659,Sheppardia montana,,,,EN
57287221,Shinisaurus crocodilurus,,,,EN
157846171,Shinkailepas myojinensis,,,,EN
157846178,Shinkailepas tollmanni,,,,EN
157846281,Shinkailepas tufari,,,,EN
179292,Shirakiopsis trilocularis,,,,EN
22735416,Sholicola major,,,,EN
30817,Shorea affinis,,,,EN
37527,Shorea agami subsp. agami,agami,subsp.,,EN
31911,Shorea alutacea,,,,EN
33107,Shorea astylosa,,,,EN
33104,Shorea balanocarpoides,,,,EN
33406,Shorea biawak,,,,EN
33105,Shorea bracteolata,,,,EN
31914,Shorea brunnescens,,,,EN
137471419,Shorea calcicola,,,,EN
31916,Shorea cordata,,,,EN
33111,Shorea dasyphylla,,,,EN
30820,Shorea disticha,,,,EN
33410,Shorea domatiosa,,,,EN
30812,Shorea dyeri,,,,EN
33411,Shorea elliptica,,,,EN
33275,Shorea faguetiana,,,,EN
33412,Shorea falcifera,,,,EN
33025,Shorea farinosa,,,,EN
33113,Shorea glauca,,,,EN
33026,Shorea gratissima,,,,EN
33276,Shorea henryana,,,,EN
33117,Shorea hypochra,,,,EN
33118,Shorea inaequilateralis,,,,EN
36346,Shorea javanica,,,,EN
33124,Shorea longisperma,,,,EN
33126,Shorea macroptera subsp. baillonii,baillonii,subsp.,,EN
33162,Shorea macroptera subsp. macropterifolia,macropterifolia,subsp.,,EN
33127,Shorea maxwelliana,,,,EN
33129,Shorea ovalis subsp. ovalis,ovalis,subsp.,,EN
33484,Shorea ovata,,,,EN
33429,Shorea pachyphylla,,,,EN
31923,Shorea pallidifolia,,,,EN
33132,Shorea parvifolia subsp. parvifolia,parvifolia,subsp.,,EN
33133,Shorea parvifolia subsp. velutina,velutina,subsp.,,EN
33134,Shorea pauciflora,,,,EN
33622,Shorea splendida,,,,EN
33481,Shorea sumatrana,,,,EN
33436,Shorea tenuiramulosa,,,,EN
33139,Shorea teysmanniana,,,,EN
32105,Shorea tumbuggaia,,,,EN
137471835,Shorea woodii,,,,EN
30825,Shorea worthingtonii,,,,EN
134499,Siamthelphusa holthuisi,,,,EN
34873,Sibangea pleioneura,,,,EN
203592,Sibon lamari,,,,EN
115947394,Sicana trinitensis,,,,EN
184168,Siccobaccatus insigniflorus,,,,EN
20189,Sicista kazbegica,,,,EN
92332716,Sicista trizona,,,,EN
171188879,Sicydium adelum,,,,EN
193095,Sicyopterus eudentatus,,,,EN
196369,Sicyopterus rapa,,,,EN
196370,Sicyopterus sarasini,,,,EN
20200,Sicyopus jonklaasi,,,,EN
175605505,Sideritis gulendamii,,,,EN
203270,Sideritis reverchonii,,,,EN
36039,Sideroxylon angustum,,,,EN
99556169,Sideroxylon canariense,,,,EN
36047,Sideroxylon eucoriaceum,,,,EN
126621813,Sideroxylon eucuneifolium,,,,EN
107428180,Sideroxylon marginatum,,,,EN
30336,Sideroxylon mirmulans,,,,EN
36056,Sideroxylon peninsulare,,,,EN
36058,Sideroxylon retinerve,,,,EN
39616,Siebenrockiella crassicollis,,,,EN
165395,Sierraia expansilabrum,,,,EN
122904352,Sigaloseps conditus,,,,EN
122904516,Sigaloseps pisinnus,,,,EN
61640,Silene diclinis,,,,EN
61641,Silene fernandezii,,,,EN
162116,Silene hifacensis,,,,EN
161910,Silene holzmannii,,,,EN
184588883,Silene leucophylla,,,,EN
162290,Silene orphanidis,,,,EN
184589181,Silene schimperiana,,,,EN
61644,Silene sennenii,,,,EN
72458759,Silene sessionis,,,,EN
20223,Silhouettea sibayi,,,,EN
125297873,Siliquamomum alcicorne,,,,EN
201919,Siliquamomum oreodoxa,,,,EN
131724530,Siliquamomum phamhoangii,,,,EN
122055686,Sillago parvisquamis,,,,EN
172383,Silonia childreni,,,,EN
78586259,Silverstoneia dalyi,,,,EN
55076,Silverstoneia erasmios,,,,EN
78586360,Silverstoneia punctiventris,,,,EN
191136507,Simira eliezeriana,,,,EN
153324137,Simira hirsuta,,,,EN
126618325,Simira mexicana,,,,EN
191124569,Simira walteri,,,,EN
180555,Sinapidendron frutescens,,,,EN
165227,Sinapidendron sempervivifolium,,,,EN
59773,Sinhalestes orientalis,,,,EN
166116,Sinocyclocheilus tingi,,,,EN
198190,Sinodina gregoriana,,,,EN
195598,Sinployea princei,,,,EN
195600,Sinployea rotumana,,,,EN
45494,Siparuna campii,,,,EN
38113,Siparuna eggersii,,,,EN
45499,Siparuna palenquensis,,,,EN
43554,Siphocampylus asplundii,,,,EN
43555,Siphocampylus ecuadoriensis,,,,EN
43556,Siphocampylus fruticosus,,,,EN
43557,Siphocampylus furax,,,,EN
43560,Siphocampylus lucidus,,,,EN
43561,Siphocampylus rostratus,,,,EN
43562,Siphocampylus rupestris,,,,EN
164363,Sisymbrella dentata,,,,EN
127902161,Sitana bahiri,,,,EN
127901978,Sitana marudhamneydhal,,,,EN
127902046,Sitana schleichi,,,,EN
22711179,Sitta ledanti,,,,EN
22711228,Sitta magna,,,,EN
22711167,Sitta victoriae,,,,EN
103758982,Sittiparus owstoni,,,,EN
191714,Skiffia lermae,,,,EN
191715,Skiffia multipunctata,,,,EN
39164,Skottsbergia paradoxa,,,,EN
126300434,Sloanea ahuatoso,,,,EN
149469397,Sloanea cararaensis,,,,EN
176415052,Sloanea cruciata,,,,EN
126300437,Sloanea cruenta,,,,EN
177295266,Sloanea cuautitlanensis,,,,EN
176415485,Sloanea decussata,,,,EN
189622648,Sloanea fasciculata,,,,EN
149471249,Sloanea geniculata,,,,EN
152000891,Sloanea guapilensis,,,,EN
189622747,Sloanea hatschbachii,,,,EN
149471414,Sloanea herrerae,,,,EN
176416843,Sloanea jaramilloi,,,,EN
31019,Sloanea lepida,,,,EN
126300440,Sloanea mexicana,,,,EN
148495263,Sloanea pulvinata,,,,EN
176418217,Sloanea tiwintza,,,,EN
176418258,Sloanea uncinata,,,,EN
55906,Smilisca dentata,,,,EN
196377,Smilosicyopus sasali,,,,EN
46712,Smithorchis calceoliformis,,,,EN
12762,Smutsia gigantea,,,,EN
44392339,Sobennikoffia poissoniana,,,,EN
158146,Solanecio epidendricus,,,,EN
158168,Solanecio mirabilis,,,,EN
62758301,Solanum achacachense,,,,EN
71777573,Solanum acroglossum,,,,EN
71777950,Solanum agnewiorum,,,,EN
46321,Solanum albornozii,,,,EN
102854587,Solanum anamatophilum,,,,EN
117764319,Solanum augustii,,,,EN
126692748,Solanum axillifolium,,,,EN
71779039,Solanum ayacuchense,,,,EN
71779394,Solanum buesii,,,,EN
71780045,Solanum burkartii,,,,EN
71780653,Solanum cajamarquense,,,,EN
46325,Solanum carchiense,,,,EN
101521999,Solanum catilliflorum,,,,EN
46327,Solanum chimborazense,,,,EN
71781267,Solanum chmielewskii,,,,EN
71781588,Solanum contumazaense,,,,EN
71781867,Solanum hastiforme,,,,EN
62758603,Solanum hoopesii,,,,EN
71782025,Solanum huancabambense,,,,EN
71782062,Solanum huaylasense,,,,EN
177870,Solanum hugonis,,,,EN
169479637,Solanum humboldtianum,,,,EN
101527051,Solanum humectophilum,,,,EN
101527390,Solanum hypacrarthrum,,,,EN
101527435,Solanum immite,,,,EN
101527550,Solanum inaequiradians,,,,EN
163470139,Solanum kleinii,,,,EN
101527694,Solanum lignicaule,,,,EN
101527720,Solanum litoraneum,,,,EN
101527765,Solanum lycopersicoides,,,,EN
70102331,Solanum mahoriensis,,,,EN
101527889,Solanum malindiense,,,,EN
111565276,Solanum michoacanum,,,,EN
46340,Solanum minutifoliolum,,,,EN
62758616,Solanum neocardenasii,,,,EN
71782676,Solanum okadae,,,,EN
71782687,Solanum olmosense,,,,EN
71782843,Solanum oxycarpum,,,,EN
146118022,Solanum pabstii,,,,EN
35471,Solanum paralum,,,,EN
71783512,Solanum paucissectum,,,,EN
71783889,Solanum pillahuatense,,,,EN
136621476,Solanum plumense,,,,EN
163486953,Solanum psilophyllum,,,,EN
126692866,Solanum pulverulentifolium,,,,EN
71784171,Solanum rhomboideilanceolatum,,,,EN
101529241,Solanum scabrifolium,,,,EN
71784304,Solanum schenckii,,,,EN
171586763,Solanum schliebenii,,,,EN
101529323,Solanum simplicissimum,,,,EN
101529492,Solanum sitiens,,,,EN
35478,Solanum sycocarpum,,,,EN
71784523,Solanum tarnii,,,,EN
149609831,Solanum turgidum,,,,EN
111565415,Solanum vallis-mexici,,,,EN
101535060,Solanum wittmackii,,,,EN
161867,Solenanthus albanicus,,,,EN
20332,Solisorex pearsoni,,,,EN
20336,Solomys sapientis,,,,EN
135093,Somanniathelphusa taiwanensis,,,,EN
134062,Somanniathelphusa zanklon,,,,EN
126618342,Sommera chiapensis,,,,EN
149673199,Sommera montana,,,,EN
107428228,Sonchus daltonii,,,,EN
20381,Sooglossus sechellensis,,,,EN
13188557,Sophora koreensis,,,,EN
35084,Sophora mangarevaensis,,,,EN
35085,Sophora raivavaeensis,,,,EN
37900,Sophora saxicola,,,,EN
38772,Sophora wightii,,,,EN
86089590,Sorbus adeana,,,,EN
79740183,Sorbus admonitor,,,,EN
86089642,Sorbus albensis,,,,EN
86089783,Sorbus alnifrons,,,,EN
86089837,Sorbus amici-petri,,,,EN
34735,Sorbus arranensis,,,,EN
79920094,Sorbus barthae,,,,EN
79741364,Sorbus bohemica,,,,EN
86090679,Sorbus bosniaca,,,,EN
34741,Sorbus bristoliensis,,,,EN
79748410,Sorbus cambrensis,,,,EN
86091120,Sorbus cordigastensis,,,,EN
79748466,Sorbus cuneifolia,,,,EN
86091262,Sorbus doerriana,,,,EN
86091285,Sorbus dolomiticola,,,,EN
79748524,Sorbus eminentiformis,,,,EN
86091489,Sorbus eximia,,,,EN
86091575,Sorbus fischeri,,,,EN
79748619,Sorbus gayeriana,,,,EN
86091612,Sorbus gemella,,,,EN
79748631,Sorbus gerecseensis,,,,EN
86093504,Sorbus haesitans,,,,EN
86095479,Sorbus herefordensis,,,,EN
86095515,Sorbus hoppeana,,,,EN
86098960,Sorbus hornadensis,,,,EN
79749195,Sorbus klasterskyana,,,,EN
86095987,Sorbus legrei,,,,EN
79749246,Sorbus leighensis,,,,EN
34739,Sorbus leptophylla,,,,EN
86100320,Sorbus madoniensis,,,,EN
79749256,Sorbus magocsyana,,,,EN
79749266,Sorbus margaretae,,,,EN
79749297,Sorbus neglecta,,,,EN
86102694,Sorbus omissa,,,,EN
79749357,Sorbus pseudobakonyensis,,,,EN
86097793,Sorbus pseudolatifolia,,,,EN
34727,Sorbus pseudothuringiaca,,,,EN
86098002,Sorbus puellarum,,,,EN
86098265,Sorbus ratisbonensis,,,,EN
86098540,Sorbus remensis,,,,EN
83607950,Sorbus rinzenii,,,,EN
97153711,Sorbus roopiana,,,,EN
79749723,Sorbus slovenica,,,,EN
95545664,Sorbus sognensis,,,,EN
79749856,Sorbus stenophylla,,,,EN
95546347,Sorbus subarranensis,,,,EN
34722,Sorbus subcuneata,,,,EN
79749999,Sorbus subpinnata,,,,EN
83774330,Sorbus sudetica,,,,EN
86105683,Sorbus tauricola,,,,EN
95414735,Sorbus thaiszii,,,,EN
79740704,Sorbus udvardyana,,,,EN
34732,Sorbus wilmottiana,,,,EN
20391,Sorex pribilofensis,,,,EN
173334648,Sorindeia batekeensis,,,,EN
173334853,Sorindeia oxyandra,,,,EN
45504,Sorocea sarcocarpa,,,,EN
113240104,Sorocephalus alopecurus,,,,EN
113240129,Sorocephalus clavigerus,,,,EN
113240513,Sorocephalus pinifolius,,,,EN
113240576,Sorocephalus tenuifolius,,,,EN
113240604,Sorocephalus teretifolius,,,,EN
190871,Sotalia fluviatilis,,,,EN
157983861,Soulamea pelletieri,,,,EN
82031633,Sousa plumbea,,,,EN
32720,Soyauxia talbotii,,,,EN
97250195,Spalax antiquus,,,,EN
20428,Spalax arenarius,,,,EN
113240775,Spatalla argentea,,,,EN
113240816,Spatalla caudata,,,,EN
113240825,Spatalla colorata,,,,EN
113240879,Spatalla ericoides,,,,EN
113241051,Spatalla longifolia,,,,EN
113241142,Spatalla prolifera,,,,EN
113241338,Spatalla salsoloides,,,,EN
113241649,Spatalla tulbaghensis,,,,EN
155992,Spathogyna fezi,,,,EN
20451,Spelaeorchestia kiloana,,,,EN
20459,Speleomantes supramontis,,,,EN
20466,Speocirolana thermydromis,,,,EN
56500592,Spermacoce capillaris,,,,EN
20472,Spermophilus citellus,,,,EN
13257,Spesbona angusta,,,,EN
185343,Sphaeranthus samburuensis,,,,EN
169553,Sphaerichthys vaillanti,,,,EN
184652,Sphaerium regularis,,,,EN
39243,Sphaerocarpos drewei,,,,EN
178309,Sphaerodactylus armasi,,,,EN
75605330,Sphaerodactylus asterulus,,,,EN
75605335,Sphaerodactylus beattyi,,,,EN
75605387,Sphaerodactylus cryphius,,,,EN
