year,assess_year,code,category,taxonid_iucn
2010,2008,CR,Critically Endangered,184587
2020,2019,CR,Critically Endangered,165404
2010,2006,LC,Least Concern,165404
2009,2006,LC,Least Concern,165404
2015,2014,CR,Critically Endangered,68974289
2020,2014,CR,Critically Endangered,59365
2008,2008,CR,Critically Endangered,59365
2004,2004,DD,Data Deficient,59365
2020,2019,CR,Critically Endangered,59368
2016,2014,CR,Critically Endangered,59368
2008,2008,CR,Critically Endangered,59368
2004,2004,DD,Data Deficient,59368
2016,2014,CR,Critically Endangered,59369
2008,2008,CR,Critically Endangered,59369
2004,2004,CR,Critically Endangered,59369
2016,2014,CR,Critically Endangered,59370
2008,2008,VU,Vulnerable,59370
2004,2004,DD,Data Deficient,59370
2020,2019,CR,Critically Endangered,59372
2008,2008,CR,Critically Endangered,59372
2004,2004,CR,Critically Endangered,59372
2020,2019,CR,Critically Endangered,59381
2008,2008,CR,Critically Endangered,59381
2004,2004,CR,Critically Endangered,59381
2017,2016,CR,Critically Endangered,78576297
2020,2019,CR,Critically Endangered,59387
2008,2008,DD,Data Deficient,59387
2004,2004,DD,Data Deficient,59387
2016,2016,CR,Critically Endangered,61909
2008,2008,DD,Data Deficient,61909
2006,2006,DD,Data Deficient,61909
2016,2014,CR,Critically Endangered,59393
2008,2008,CR,Critically Endangered,59393
2004,2004,VU,Vulnerable,59393
2016,2014,CR,Critically Endangered,59395
2008,2008,CR,Critically Endangered,59395
2004,2004,EN,Endangered,59395
2020,2014,CR,Critically Endangered,59397
2008,2008,CR,Critically Endangered,59397
2004,2004,CR,Critically Endangered,59397
2020,2019,CR,Critically Endangered,59398
2008,2008,EN,Endangered,59398
2004,2004,DD,Data Deficient,59398
2020,2016,CR,Critically Endangered,59399
2008,2008,EN,Endangered,59399
2004,2004,DD,Data Deficient,59399
2020,2014,CR,Critically Endangered,59400
2008,2008,CR,Critically Endangered,59400
2004,2004,DD,Data Deficient,59400
2020,2016,CR,Critically Endangered,59401
2008,2008,CR,Critically Endangered,59401
2004,2004,EN,Endangered,59401
2010,2008,CR,Critically Endangered,184533
2010,2008,CR,Critically Endangered,184722
2019,2018,CR,Critically Endangered,44617
2004,2004,VU,Vulnerable,44617
2020,2019,CR,Critically Endangered,135870
2008,2008,DD,Data Deficient,135870
2020,2019,CR,Critically Endangered,59110
2004,2004,DD,Data Deficient,59110
2020,2019,CR,Critically Endangered,136191
2008,2008,VU,Vulnerable,136191
2011,2009,CR,Critically Endangered,155933
2015,2015,CR,Critically Endangered,67368866
2020,2020,CR,Critically Endangered,18547
1996,1996,DD,Data Deficient,18547
1994,1994,V,Vulnerable,18547
2020,2019,CR,Critically Endangered,161077487
2016,2016,CR,Critically Endangered,22720753
2015,2015,CR,Critically Endangered,22720753
2013,2013,CR,Critically Endangered,22720753
2012,2012,CR,Critically Endangered,22720753
2010,2010,CR,Critically Endangered,22720753
2009,2009,CR,Critically Endangered,22720753
2008,2008,CR,Critically Endangered,22720753
2004,2004,CR,Critically Endangered,22720753
2000,2000,VU,Vulnerable,22720753
1996,1996,VU,Vulnerable,22720753
1994,1994,VU,Vulnerable,22720753
1988,1988,T,Threatened,22720753
1996,1996,CR,Critically Endangered,18575
2012,2011,CR,Critically Endangered,18577
1996,1996,DD,Data Deficient,18577
1994,1994,V,Vulnerable,18577
2004,2004,CR,Critically Endangered,58910
2020,2020,CR,Critically Endangered,79101722
2020,2020,CR,Critically Endangered,79101728
2016,2016,CR,Critically Endangered,58834
2004,2004,EN,Endangered,58834
2020,2020,CR,Critically Endangered,79101737
2020,2020,CR,Critically Endangered,79101750
2020,2020,CR,Critically Endangered,58866
2014,2014,CR,Critically Endangered,58866
2004,2004,CR,Critically Endangered,58866
2004,2004,CR,Critically Endangered,58868
2020,2020,CR,Critically Endangered,61884
2006,2006,EN,Endangered,61884
2020,2020,CR,Critically Endangered,79101755
2020,2020,CR,Critically Endangered,58881
2014,2014,CR,Critically Endangered,58881
2004,2004,EN,Endangered,58881
2020,2020,CR,Critically Endangered,61887
2014,2014,EN,Endangered,61887
2006,2006,EN,Endangered,61887
2014,2014,CR,Critically Endangered,58890
2004,2004,CR,Critically Endangered,58890
2020,2020,CR,Critically Endangered,79101771
2020,2020,CR,Critically Endangered,58905
2014,2014,CR,Critically Endangered,58905
2004,2004,CR,Critically Endangered,58905
2020,2020,CR,Critically Endangered,79101779
2020,2020,CR,Critically Endangered,58919
2004,2004,EX,Extinct,58919
2020,2020,CR,Critically Endangered,61889
2006,2006,EN,Endangered,61889
2012,2010,CR,Critically Endangered,195289
2014,2013,CR,Critically Endangered,19449330
2014,2013,CR,Critically Endangered,19448833
2014,2013,CR,Critically Endangered,19449267
2014,2013,CR,Critically Endangered,61349
2006,2006,DD,Data Deficient,61349
1996,1996,DD,Data Deficient,61349
1994,1994,I,Indeterminate,61349
2014,2013,CR,Critically Endangered,19449277
2014,2013,CR,Critically Endangered,19449338
2014,2013,CR,Critically Endangered,61281
2006,2006,CR,Critically Endangered,61281
2004,2004,CR,Critically Endangered,18582
2002,2002,CR,Critically Endangered,18582
1996,1996,EN,Endangered,18582
1994,1994,V,Vulnerable,18582
2020,2015,CR,Critically Endangered,18597
2016,2015,CR,Critically Endangered,18597
2008,2008,CR,Critically Endangered,18597
2007,2007,CR,Critically Endangered,18597
2006,2006,CR,Critically Endangered,18597
2003,2003,EN,Endangered,18597
1996,1996,EN,Endangered,18597
1994,1994,E,Endangered,18597
2014,2014,CR,Critically Endangered,62452865
2010,2009,CR,Critically Endangered,18599
1996,1996,CR,Critically Endangered,18599
2010,2009,CR,Critically Endangered,18600
1996,1996,CR,Critically Endangered,18600
2010,2009,CR,Critically Endangered,18601
1996,1996,EN,Endangered,18601
2018,2018,CR,Critically Endangered,61113
2006,2006,VU,Vulnerable,61113
2020,2019,CR,Critically Endangered,125341177
2011,2011,CR,Critically Endangered,172860
2021,2020,CR,Critically Endangered,12798
2010,2010,CR,Critically Endangered,12798
1996,1996,CR,Critically Endangered,12798
1994,1994,E,Endangered,12798
1990,1990,V,Vulnerable,12798
1988,1988,I,Indeterminate,12798
1986,1986,I,Indeterminate,12798
1983,1983,I,Indeterminate,12798
2011,2010,CR,Critically Endangered,172508
2018,2016,CR,Critically Endangered,22720734
2016,2016,CR,Critically Endangered,22720734
2012,2012,CR,Critically Endangered,22720734
2009,2009,CR,Critically Endangered,22720734
2008,2008,CR,Critically Endangered,22720734
2004,2004,CR,Critically Endangered,22720734
2000,2000,CR,Critically Endangered,22720734
1996,1996,CR,Critically Endangered,22720734
1994,1994,CR,Critically Endangered,22720734
1988,1988,T,Threatened,22720734
2016,2016,CR,Critically Endangered,45470702
2015,2015,CR,Critically Endangered,45470702
2014,2014,CR,Critically Endangered,45470702
2012,2012,CR,Critically Endangered,15038064
2017,2017,CR,Critically Endangered,57200
2004,2004,VU,Vulnerable,57200
2017,2016,CR,Critically Endangered,136587
2008,2008,CR,Critically Endangered,136587
2017,2016,CR,Critically Endangered,18658
2008,2008,CR,Critically Endangered,18658
1996,1996,CR,Critically Endangered,18658
1994,1994,E,Endangered,18658
2018,2018,CR,Critically Endangered,22678869
2016,2016,CR,Critically Endangered,22678869
2015,2015,CR,Critically Endangered,22678869
2013,2013,CR,Critically Endangered,22678869
2012,2012,CR,Critically Endangered,22678869
2011,2011,CR,Critically Endangered,22678869
2010,2010,CR,Critically Endangered,22678869
2009,2009,CR,Critically Endangered,22678869
2008,2008,CR,Critically Endangered,22678869
2004,2004,CR,Critically Endangered,22678869
2000,2000,CR,Critically Endangered,22678869
1996,1996,CR,Critically Endangered,22678869
1994,1994,CR,Critically Endangered,22678869
1988,1988,T,Threatened,22678869
2018,2018,CR,Critically Endangered,22698097
2016,2016,CR,Critically Endangered,22698097
2015,2015,CR,Critically Endangered,22698097
2013,2013,CR,Critically Endangered,22698097
2012,2012,CR,Critically Endangered,22698097
2010,2010,CR,Critically Endangered,22698097
2009,2009,CR,Critically Endangered,22698097
2008,2008,CR,Critically Endangered,22698097
2004,2004,CR,Critically Endangered,22698097
2000,2000,CR,Critically Endangered,22698097
1996,1996,CR,Critically Endangered,22698097
1994,1994,CR,Critically Endangered,22698097
1988,1988,NR,Not Recognized,22698097
2018,2018,CR,Critically Endangered,22698049
2016,2016,CR,Critically Endangered,22698049
2015,2015,CR,Critically Endangered,22698049
2012,2012,CR,Critically Endangered,22698049
2010,2010,CR,Critically Endangered,22698049
2009,2009,CR,Critically Endangered,22698049
2008,2008,CR,Critically Endangered,22698049
2007,2007,CR,Critically Endangered,22698049
2006,2006,CR,Critically Endangered,22698049
2004,2004,CR,Critically Endangered,22698049
2000,2000,CR,Critically Endangered,22698049
1996,1996,CR,Critically Endangered,22698049
1994,1994,CR,Critically Endangered,22698049
1988,1988,T,Threatened,22698049
2018,2018,CR,Critically Endangered,22698020
2017,2016,CR,Critically Endangered,22698020
2016,2016,CR,Critically Endangered,22698020
2015,2015,CR,Critically Endangered,22698020
2013,2013,CR,Critically Endangered,22698020
2012,2012,CR,Critically Endangered,22698020
2010,2010,CR,Critically Endangered,22698020
2009,2009,CR,Critically Endangered,22698020
2008,2008,CR,Critically Endangered,22698020
2007,2007,CR,Critically Endangered,22698020
2006,2006,CR,Critically Endangered,22698020
2004,2004,CR,Critically Endangered,22698020
2000,2000,CR,Critically Endangered,22698020
1996,1996,CR,Critically Endangered,22698020
1994,1994,CR,Critically Endangered,22698020
1988,1988,T,Threatened,22698020
2016,2016,CR,Critically Endangered,136504
2008,2008,CR,Critically Endangered,136504
2021,2019,CR,Critically Endangered,18728
2008,2008,DD,Data Deficient,18728
1996,1996,VU,Vulnerable,18728
2016,2016,CR,Critically Endangered,18732
2008,2008,EN,Endangered,18732
2004,2004,CR,Critically Endangered,18732
1996,1996,CR,Critically Endangered,18732
1994,1994,E,Endangered,18732
1990,1990,E,Endangered,18732
1988,1988,E,Endangered,18732
2018,2018,CR,Critically Endangered,22732350
2017,2016,CR,Critically Endangered,22732350
2016,2016,CR,Critically Endangered,22732350
2013,2013,CR,Critically Endangered,22732350
2012,2012,CR,Critically Endangered,22732350
2011,2011,CR,Critically Endangered,22732350
2010,2010,CR,Critically Endangered,22732350
2009,2009,CR,Critically Endangered,22732350
2008,2008,CR,Critically Endangered,22732350
2007,2007,CR,Critically Endangered,22732350
2006,2006,LC,Least Concern,22732350
2004,2004,NR,Not Recognized,22732350
2000,2000,NR,Not Recognized,22732350
1994,1994,NR,Not Recognized,22732350
1988,1988,NR,Not Recognized,22732350
2016,2016,CR,Critically Endangered,22691568
2015,2015,CR,Critically Endangered,22691568
2014,2014,CR,Critically Endangered,22691568
2012,2012,CR,Critically Endangered,22691568
2009,2009,CR,Critically Endangered,22691568
2008,2008,CR,Critically Endangered,22691568
2006,2006,CR,Critically Endangered,22691568
2004,2004,CR,Critically Endangered,22691568
2000,2000,CR,Critically Endangered,22691568
1996,1996,CR,Critically Endangered,22691568
1994,1994,CR,Critically Endangered,22691568
1988,1988,T,Threatened,22691568
2018,2018,CR,Critically Endangered,22691470
2016,2016,EN,Endangered,22691470
2015,2015,EN,Endangered,22691470
2012,2012,VU,Vulnerable,22691470
2008,2008,VU,Vulnerable,22691470
2006,2006,VU,Vulnerable,22691470
2004,2004,VU,Vulnerable,22691470
2000,2000,VU,Vulnerable,22691470
1996,1996,VU,Vulnerable,22691470
1994,1994,VU,Vulnerable,22691470
1988,1988,T,Threatened,22691470
2011,2011,CR,Critically Endangered,166166
2012,2012,CR,Critically Endangered,18826
1996,1996,CR,Critically Endangered,18826
1994,1994,I,Indeterminate,18826
2016,2004,CR,Critically Endangered,44510
2016,2016,CR,Critically Endangered,44510
2004,2004,CR,Critically Endangered,44510
2020,2016,CR,Critically Endangered,18832
2016,2016,CR,Critically Endangered,18832
2004,2004,CR,Critically Endangered,18832
1996,1996,CR,Critically Endangered,18832
1994,1994,E,Endangered,18832
2016,2016,CR,Critically Endangered,44513
2004,2004,EX,Extinct,44513
2015,2013,CR,Critically Endangered,29409
2020,2019,CR,Critically Endangered,55465
2004,2004,CR,Critically Endangered,55465
1996,1996,CR,Critically Endangered,18841
1996,1996,CR,Critically Endangered,18839
2018,2018,CR,Critically Endangered,22698235
2016,2016,CR,Critically Endangered,22698235
2015,2015,CR,Critically Endangered,22698235
2013,2013,CR,Critically Endangered,22698235
2012,2012,CR,Critically Endangered,22698235
2010,2010,CR,Critically Endangered,22698235
2009,2009,CR,Critically Endangered,22698235
2008,2008,CR,Critically Endangered,22698235
2007,2007,CR,Critically Endangered,22698235
2006,2006,CR,Critically Endangered,22698235
2004,2004,CR,Critically Endangered,22698235
2000,2000,CR,Critically Endangered,22698235
1996,1996,VU,Vulnerable,22698235
1994,1994,VU,Vulnerable,22698235
1988,1988,T,Threatened,22698235
2018,2018,CR,Critically Endangered,45354718
2016,2016,CR,Critically Endangered,45354718
2015,2015,CR,Critically Endangered,45354718
2014,2014,CR,Critically Endangered,45354718
2018,2018,CR,Critically Endangered,22728432
2016,2016,CR,Critically Endangered,22728432
2015,2015,CR,Critically Endangered,22728432
2013,2013,CR,Critically Endangered,22728432
2012,2012,CR,Critically Endangered,22728432
2010,2010,CR,Critically Endangered,22728432
2009,2009,CR,Critically Endangered,22728432
2008,2008,CR,Critically Endangered,22728432
2005,2005,CR,Critically Endangered,22728432
2004,2004,CR,Critically Endangered,22728432
2000,2000,LR/nt,Lower Risk/near threatened,22728432
1994,1994,NR,Not Recognized,22728432
1988,1988,NR,Not Recognized,22728432
2018,2018,CR,Critically Endangered,132468585
2019,2019,CR,Critically Endangered,132467692
2018,2018,CR,Critically Endangered,132467692
2021,2020,CR,Critically Endangered,157786893
2021,2020,CR,Critically Endangered,157786976
2015,2013,CR,Critically Endangered,18875
2006,2006,CR,Critically Endangered,18875
1996,1996,CR,Critically Endangered,18875
1994,1994,E,Endangered,18875
2009,2007,CR,Critically Endangered,18879
1996,1996,CR,Critically Endangered,18879
1994,1994,V,Vulnerable,18879
1990,1990,V,Vulnerable,18879
1988,1988,V,Vulnerable,18879
1986,1986,V,Vulnerable,18879
2011,2010,CR,Critically Endangered,172345
2021,2020,CR,Critically Endangered,22712603
2018,2018,CR,Critically Endangered,22712603
2016,2016,EN,Endangered,22712603
2012,2012,VU,Vulnerable,22712603
2008,2008,VU,Vulnerable,22712603
2004,2004,VU,Vulnerable,22712603
2000,2000,VU,Vulnerable,22712603
1996,1996,VU,Vulnerable,22712603
1994,1994,VU,Vulnerable,22712603
1988,1988,NT,Near Threatened,22712603
2020,2020,CR,Critically Endangered,178290276
2020,2015,CR,Critically Endangered,39827
2008,2008,CR,Critically Endangered,39827
2003,2003,EN,Endangered,39827
2000,2000,DD,Data Deficient,39827
2020,2015,CR,Critically Endangered,39826
2008,2008,EN,Endangered,39826
2000,2000,EN,Endangered,39826
2021,2015,CR,Critically Endangered,39828
2020,2015,CR,Critically Endangered,39828
2008,2008,EN,Endangered,39828
2000,2000,EN,Endangered,39828
1990,1990,E,Endangered,39828
1988,1988,E,Endangered,39828
2011,2010,CR,Critically Endangered,18949
1996,1996,VU,Vulnerable,18949
2014,2014,CR,Critically Endangered,62148098
2014,2014,CR,Critically Endangered,55929685
2010,2009,CR,Critically Endangered,155956
2016,2015,CR,Critically Endangered,69673708
2012,2012,CR,Critically Endangered,18960
2000,2000,CR,Critically Endangered,18960
1996,1996,DD,Data Deficient,18960
1994,1994,E,Endangered,18960
2012,2012,CR,Critically Endangered,18966
2000,2000,VU,Vulnerable,18966
1996,1996,DD,Data Deficient,18966
1994,1994,I,Indeterminate,18966
2011,2011,CR,Critically Endangered,18977
1994,1994,E,Endangered,18977
2012,2012,CR,Critically Endangered,18988
2000,2000,VU,Vulnerable,18988
1996,1996,DD,Data Deficient,18988
1994,1994,I,Indeterminate,18988
2012,2012,CR,Critically Endangered,18990
1996,1996,DD,Data Deficient,18990
1994,1994,I,Indeterminate,18990
2012,2012,CR,Critically Endangered,189681
2021,2020,CR,Critically Endangered,157846127
2021,2021,CR,Critically Endangered,195294984
2021,2020,CR,Critically Endangered,45422401
2016,2016,CR,Critically Endangered,45422401
2015,2015,CR,Critically Endangered,45422401
2014,2014,CR,Critically Endangered,45422401
2020,2008,CR,Critically Endangered,19035
2014,2008,CR,Critically Endangered,19035
2008,2008,CR,Critically Endangered,19035
1996,1996,VU,Vulnerable,19035
1994,1994,I,Indeterminate,19035
1990,1990,I,Indeterminate,19035
1988,1988,I,Indeterminate,19035
1986,1986,I,Indeterminate,19035
1982,1982,I,Indeterminate,19035
2008,2008,CR,Critically Endangered,19036
1996,1996,EN,Endangered,19036
1994,1994,I,Indeterminate,19036
1990,1990,I,Indeterminate,19036
1988,1988,I,Indeterminate,19036
1986,1986,I,Indeterminate,19036
1982,1982,I,Indeterminate,19036
1996,1996,CR,Critically Endangered,19045
1996,1996,CR,Critically Endangered,19040
1994,1994,E,Endangered,19040
1990,1990,Ex,Extinct,19040
1988,1988,Ex,Extinct,19040
1986,1986,I,Indeterminate,19040
2020,2019,CR,Critically Endangered,55908
2004,2004,DD,Data Deficient,55908
2021,2020,CR,Critically Endangered,125989524
1996,1996,CR,Critically Endangered,19063
1994,1994,V,Vulnerable,19063
1996,1996,CR,Critically Endangered,19064
2010,2009,CR,Critically Endangered,155791
2010,2009,CR,Critically Endangered,156032
2021,2018,CR,Critically Endangered,39621
2000,2000,CR,Critically Endangered,39621
2020,2019,CR,Critically Endangered,58573
2004,2004,CR,Critically Endangered,58573
2009,2008,CR,Critically Endangered,136089
2008,2008,CR,Critically Endangered,136089
1996,1996,EN,Endangered,136089
1994,1994,R,Rare,136089
1990,1990,V,Vulnerable,136089
2004,2004,CR,Critically Endangered,58829
2011,2011,CR,Critically Endangered,186159
2004,2004,CR,Critically Endangered,58849
2011,2011,CR,Critically Endangered,186163
2011,2011,CR,Critically Endangered,186165
2004,2004,CR,Critically Endangered,58914
2004,2004,CR,Critically Endangered,58916
2011,2010,CR,Critically Endangered,189814
2004,2004,CR,Critically Endangered,58897
2004,2004,CR,Critically Endangered,58902
2012,2011,CR,Critically Endangered,186166
2019,2019,CR,Critically Endangered,196105
2019,2019,CR,Critically Endangered,19316
1996,1996,VU,Vulnerable,19316
2018,2017,CR,Critically Endangered,19416
2008,2008,CR,Critically Endangered,19416
1996,1996,EN,Endangered,19416
2011,2010,CR,Critically Endangered,19426
2000,2000,VU,Vulnerable,19426
1996,1996,VU,Vulnerable,19426
1994,1994,Ex?,Extinct?,19426
1990,1990,I,Indeterminate,19426
2006,2006,CR,Critically Endangered,60767
2018,2016,CR,Critically Endangered,22682517
2016,2016,CR,Critically Endangered,22682517
2015,2015,CR,Critically Endangered,22682517
2013,2013,CR,Critically Endangered,22682517
2012,2012,CR,Critically Endangered,22682517
2009,2009,CR,Critically Endangered,22682517
2008,2008,CR,Critically Endangered,22682517
2006,2006,CR,Critically Endangered,22682517
2004,2004,CR,Critically Endangered,22682517
2000,2000,CR,Critically Endangered,22682517
1996,1996,CR,Critically Endangered,22682517
1994,1994,CR,Critically Endangered,22682517
1988,1988,NR,Not Recognized,22682517
2018,2017,CR,Critically Endangered,168122
2009,2006,EX,Extinct,168122
2016,2015,CR,Critically Endangered,44698104
2021,2017,CR,Critically Endangered,122900966
2004,2004,CR,Critically Endangered,59016
2020,2013,CR,Critically Endangered,202422
2013,2013,CR,Critically Endangered,202422
2019,2018,CR,Critically Endangered,54461
2004,2004,DD,Data Deficient,54461
2019,2018,CR,Critically Endangered,54463
2010,2009,DD,Data Deficient,54463
2004,2004,DD,Data Deficient,54463
2016,2014,CR,Critically Endangered,49830172
2019,2019,CR,Critically Endangered,118044360
