year,assess_year,code,category,taxonid_iucn
2004,2004,CR,Critically Endangered,44561
2013,2012,CR,Critically Endangered,43184845
2020,2017,CR,Critically Endangered,58077015
2016,2014,CR,Critically Endangered,65403156
2016,2016,CR,Critically Endangered,22714797
2015,2015,CR,Critically Endangered,22714797
2012,2012,CR,Critically Endangered,22714797
2010,2010,CR,Critically Endangered,22714797
2009,2009,CR,Critically Endangered,22714797
2008,2008,CR,Critically Endangered,22714797
2004,2004,CR,Critically Endangered,22714797
2000,2000,CR,Critically Endangered,22714797
1996,1996,VU,Vulnerable,22714797
1994,1994,VU,Vulnerable,22714797
1988,1988,T,Threatened,22714797
2016,2016,CR,Critically Endangered,103780118
2019,2019,CR,Critically Endangered,22735588
2016,2016,CR,Critically Endangered,22735588
2021,2020,CR,Critically Endangered,22714826
2018,2017,CR,Critically Endangered,22714826
2017,2016,VU,Vulnerable,22714826
2017,2017,CR,Critically Endangered,22714826
2016,2016,VU,Vulnerable,22714826
2012,2012,VU,Vulnerable,22714826
2008,2008,VU,Vulnerable,22714826
2006,2006,VU,Vulnerable,22714826
2004,2004,VU,Vulnerable,22714826
2000,2000,VU,Vulnerable,22714826
1994,1994,NR,Not Recognized,22714826
1988,1988,NR,Not Recognized,22714826
2010,2009,CR,Critically Endangered,156051
2008,2008,CR,Critically Endangered,133381
2008,2008,CR,Critically Endangered,133006
2016,2016,CR,Critically Endangered,16896690
2012,2012,NT,Near Threatened,16896690
2020,2016,CR,Critically Endangered,15038553
2016,2016,CR,Critically Endangered,15038553
2012,2012,CR,Critically Endangered,15038553
2017,2017,CR,Critically Endangered,161476
2016,2008,DD,Data Deficient,161476
2009,2008,DD,Data Deficient,161476
2011,2010,CR,Critically Endangered,156791
2011,2010,CR,Critically Endangered,507
1996,1996,LR/nt,Lower Risk/near threatened,507
1994,1994,V,Vulnerable,507
2016,2016,CR,Critically Endangered,512
2008,2008,CR,Critically Endangered,512
2006,2006,CR,Critically Endangered,512
2000,2000,CR,Critically Endangered,512
1996,1996,EN,Endangered,512
1994,1994,E,Endangered,512
1990,1990,E,Endangered,512
1988,1988,E,Endangered,512
1986,1986,E,Endangered,512
1965,1965,,"""Status inadequately known-survey required or data sought""",512
1996,1996,CR,Critically Endangered,522
2021,2021,CR,Critically Endangered,195276406
2021,2021,CR,Critically Endangered,195276867
2019,2018,CR,Critically Endangered,523
1996,1996,CR,Critically Endangered,523
1994,1994,E,Endangered,523
1990,1990,E,Endangered,523
1988,1988,E,Endangered,523
2019,2018,CR,Critically Endangered,90980527
2016,2016,CR,Critically Endangered,22689559
2013,2013,CR,Critically Endangered,22689559
2012,2012,CR,Critically Endangered,22689559
2010,2010,CR,Critically Endangered,22689559
2009,2009,CR,Critically Endangered,22689559
2008,2008,CR,Critically Endangered,22689559
2004,2004,CR,Critically Endangered,22689559
2000,2000,CR,Critically Endangered,22689559
1996,1996,EN,Endangered,22689559
1994,1994,EN,Endangered,22689559
1988,1988,LR/lc,Lower Risk/least concern,22689559
2021,2021,CR,Critically Endangered,189533430
2018,2018,CR,Critically Endangered,63761735
2021,2020,CR,Critically Endangered,60127
2016,2006,DD,Data Deficient,60127
2006,2006,DD,Data Deficient,60127
2004,2004,CR,Critically Endangered,2664
2000,2000,EN,Endangered,2664
1996,1996,EN,Endangered,2664
1994,1994,K,Insufficiently Known,2664
1990,1990,K,Insufficiently Known,2664
1988,1988,K,Insufficiently Known,2664
2018,2016,CR,Critically Endangered,59694
2010,2007,VU,Vulnerable,59694
2007,2007,VU,Vulnerable,59694
2006,2006,EN,Endangered,59694
2020,2019,CR,Critically Endangered,594
2008,2008,DD,Data Deficient,594
1996,1996,CR,Critically Endangered,594
2020,2019,CR,Critically Endangered,592
2008,2008,DD,Data Deficient,592
1996,1996,CR,Critically Endangered,592
2014,2012,CR,Critically Endangered,196533
2020,2019,CR,Critically Endangered,55855
2008,2008,CR,Critically Endangered,55855
2004,2004,CR,Critically Endangered,55855
2015,2015,CR,Critically Endangered,67367669
2017,2017,CR,Critically Endangered,103896223
1996,1996,CR,Critically Endangered,39312
1994,1994,I,Indeterminate,39312
1990,1990,I,Indeterminate,39312
1988,1988,I,Indeterminate,39312
1986,1986,I,Indeterminate,39312
2021,2020,CR,Critically Endangered,188974686
2021,2020,CR,Critically Endangered,704
1996,1996,EX,Extinct,704
1994,1994,Ex?,Extinct?,704
1990,1990,Ex?,Extinct?,704
1988,1988,Ex?,Extinct?,704
1986,1986,Ex?,Extinct?,704
2021,2020,CR,Critically Endangered,188987541
2021,2020,CR,Critically Endangered,705
1996,1996,EX,Extinct,705
1994,1994,Ex,Extinct,705
1990,1990,Ex,Extinct,705
1988,1988,Ex,Extinct,705
1986,1986,Ex,Extinct,705
2021,2020,CR,Critically Endangered,706
1996,1996,EX,Extinct,706
1994,1994,Ex?,Extinct?,706
1990,1990,Ex?,Extinct?,706
1988,1988,Ex?,Extinct?,706
1986,1986,Ex?,Extinct?,706
2021,2020,CR,Critically Endangered,707
1996,1996,EX,Extinct,707
1994,1994,Ex,Extinct,707
1990,1990,Ex,Extinct,707
1988,1988,Ex,Extinct,707
1986,1986,Ex,Extinct,707
2021,2020,CR,Critically Endangered,188988510
2021,2020,CR,Critically Endangered,188988592
2021,2020,CR,Critically Endangered,708
1996,1996,EX,Extinct,708
1994,1994,Ex,Extinct,708
1990,1990,Ex,Extinct,708
1988,1988,Ex,Extinct,708
1986,1986,Ex,Extinct,708
2021,2020,CR,Critically Endangered,709
1996,1996,EX,Extinct,709
1994,1994,Ex,Extinct,709
1990,1990,Ex,Extinct,709
1988,1988,Ex,Extinct,709
1986,1986,Ex,Extinct,709
2021,2017,CR,Critically Endangered,58079814
2021,2020,CR,Critically Endangered,61430
2006,2006,VU,Vulnerable,61430
2016,2015,CR,Critically Endangered,136218
2008,2008,CR,Critically Endangered,136218
2012,2011,CR,Critically Endangered,196322
2020,2018,CR,Critically Endangered,772
1996,1996,VU,Vulnerable,772
1994,1994,V,Vulnerable,772
1990,1990,V,Vulnerable,772
1988,1988,V,Vulnerable,772
1986,1986,V,Vulnerable,772
2012,2012,CR,Critically Endangered,776
2000,2000,CR,Critically Endangered,776
1996,1996,CR,Critically Endangered,776
1994,1994,I,Indeterminate,776
1990,1990,E,Endangered,776
1988,1988,E,Endangered,776
1986,1986,I,Indeterminate,776
2021,2020,CR,Critically Endangered,22717428
2018,2018,CR,Critically Endangered,22717428
2017,2016,CR,Critically Endangered,22717428
2016,2016,CR,Critically Endangered,22717428
2013,2013,CR,Critically Endangered,22717428
2012,2012,CR,Critically Endangered,22717428
2011,2011,CR,Critically Endangered,22717428
2010,2010,CR,Critically Endangered,22717428
2009,2009,CR,Critically Endangered,22717428
2008,2008,CR,Critically Endangered,22717428
2004,2004,CR,Critically Endangered,22717428
2000,2000,CR,Critically Endangered,22717428
1996,1996,EN,Endangered,22717428
1994,1994,EN,Endangered,22717428
1988,1988,T,Threatened,22717428
2017,2016,CR,Critically Endangered,171612
2017,2016,CR,Critically Endangered,171775
2017,2016,CR,Critically Endangered,171538
2008,2008,CR,Critically Endangered,135620
2008,2008,CR,Critically Endangered,135598
2014,2013,CR,Critically Endangered,19018610
2014,2013,CR,Critically Endangered,19885345
2008,2008,CR,Critically Endangered,135503
2016,2016,CR,Critically Endangered,22726971
2015,2014,CR,Critically Endangered,22726971
2015,2015,CR,Critically Endangered,22726971
2014,2014,CR,Critically Endangered,22726971
2017,2016,CR,Critically Endangered,810
2008,2008,CR,Critically Endangered,810
1996,1996,EN,Endangered,810
1994,1994,E,Endangered,810
1990,1990,E,Endangered,810
1988,1988,E,Endangered,810
1986,1986,E,Endangered,810
2017,2017,CR,Critically Endangered,97634472
2018,2017,CR,Critically Endangered,56088
2004,2004,CR,Critically Endangered,56088
2019,2018,CR,Critically Endangered,191250
2019,2018,CR,Critically Endangered,191251
2016,2015,CR,Critically Endangered,44579133
2020,2013,CR,Critically Endangered,19672436
2013,2013,CR,Critically Endangered,19672436
2018,2017,CR,Critically Endangered,867
1996,1996,CR,Critically Endangered,867
1994,1994,E,Endangered,867
1990,1990,E,Endangered,867
1988,1988,E,Endangered,867
1986,1986,E,Endangered,867
1982,1982,E,Endangered,867
2020,2019,CR,Critically Endangered,136097
2008,2008,DD,Data Deficient,136097
2021,2020,CR,Critically Endangered,55066
2010,2008,VU,Vulnerable,55066
2004,2004,VU,Vulnerable,55066
2020,2019,CR,Critically Endangered,55113
2004,2004,NT,Near Threatened,55113
2020,2018,CR,Critically Endangered,55141
2019,2018,CR,Critically Endangered,55141
2010,2008,EN,Endangered,55141
2004,2004,EN,Endangered,55141
2010,2003,CR,Critically Endangered,180563
2019,2018,CR,Critically Endangered,191370
2020,2019,CR,Critically Endangered,160967283
2020,2019,CR,Critically Endangered,160969193
2019,2018,CR,Critically Endangered,191694
2019,2018,CR,Critically Endangered,169372
2009,2007,CR,Critically Endangered,169372
2019,2018,CR,Critically Endangered,881
1996,1996,CR,Critically Endangered,881
1994,1994,E,Endangered,881
1990,1990,E,Endangered,881
1988,1988,V,Vulnerable,881
1986,1986,V,Vulnerable,881
2019,2018,CR,Critically Endangered,191697
2019,2018,CR,Critically Endangered,191699
2017,2015,CR,Critically Endangered,80373309
2020,2018,CR,Critically Endangered,892
1996,1996,VU,Vulnerable,892
1994,1994,R,Rare,892
2020,2018,CR,Critically Endangered,161276036
2018,2017,CR,Critically Endangered,22691030
2017,2016,CR,Critically Endangered,22691030
2017,2017,CR,Critically Endangered,22691030
2016,2016,CR,Critically Endangered,22691030
2015,2015,CR,Critically Endangered,22691030
2013,2013,CR,Critically Endangered,22691030
2012,2012,CR,Critically Endangered,22691030
2009,2009,CR,Critically Endangered,22691030
2008,2008,CR,Critically Endangered,22691030
2004,2004,CR,Critically Endangered,22691030
2000,2000,CR,Critically Endangered,22691030
1996,1996,CR,Critically Endangered,22691030
1994,1994,CR,Critically Endangered,22691030
1988,1988,T,Threatened,22691030
2019,2013,CR,Critically Endangered,44578120
2008,2008,CR,Critically Endangered,135582
2006,2006,CR,Critically Endangered,61393
2020,2016,CR,Critically Endangered,39917
2008,2008,CR,Critically Endangered,39917
2003,2003,CR,Critically Endangered,39917
2000,2000,CR,Critically Endangered,39917
1996,1996,CR,Critically Endangered,39917
1994,1994,E,Endangered,39917
2015,2015,CR,Critically Endangered,76338143
2019,2018,CR,Critically Endangered,56319
2013,2012,CR,Critically Endangered,56319
2004,2004,DD,Data Deficient,56319
2016,2015,CR,Critically Endangered,939
2010,2009,CR,Critically Endangered,939
1996,1996,CR,Critically Endangered,939
1994,1994,E,Endangered,939
2016,2015,CR,Critically Endangered,190566
2017,2008,CR,Critically Endangered,164598
2017,2016,CR,Critically Endangered,47755615
2020,2012,CR,Critically Endangered,54886
2014,2012,CR,Critically Endangered,54886
2004,2004,VU,Vulnerable,54886
2011,2009,CR,Critically Endangered,155645
2011,2009,CR,Critically Endangered,171938
2011,2010,CR,Critically Endangered,171958
2011,2009,CR,Critically Endangered,155894
2010,2008,CR,Critically Endangered,984
2006,2006,CR,Critically Endangered,984
1996,1996,EN,Endangered,984
1994,1994,E,Endangered,984
1990,1990,E,Endangered,984
1988,1988,E,Endangered,984
1986,1986,E,Endangered,984
1996,1996,CR,Critically Endangered,985
1994,1994,E,Endangered,985
1996,1996,CR,Critically Endangered,986
1994,1994,E,Endangered,986
1996,1996,CR,Critically Endangered,987
1994,1994,E,Endangered,987
1996,1996,CR,Critically Endangered,988
1994,1994,E,Endangered,988
2021,2020,CR,Critically Endangered,119194112
2017,2017,CR,Critically Endangered,119194112
2021,2021,CR,Critically Endangered,22686342
2017,2017,EN,Endangered,22686342
2016,2016,VU,Vulnerable,22686342
2012,2012,VU,Vulnerable,22686342
2009,2009,LC,Least Concern,22686342
2008,2008,LC,Least Concern,22686342
2004,2004,LC,Least Concern,22686342
2000,2000,LR/lc,Lower Risk/least concern,22686342
1994,1994,LR/lc,Lower Risk/least concern,22686342
1988,1988,LR/lc,Lower Risk/least concern,22686342
2021,2021,CR,Critically Endangered,22686411
2019,2019,CR,Critically Endangered,22686411
2016,2016,EN,Endangered,22686411
2013,2013,EN,Endangered,22686411
2012,2012,EN,Endangered,22686411
2008,2008,EN,Endangered,22686411
2004,2004,EN,Endangered,22686411
2000,2000,EN,Endangered,22686411
1996,1996,VU,Vulnerable,22686411
1994,1994,VU,Vulnerable,22686411
1988,1988,T,Threatened,22686411
2020,2020,CR,Critically Endangered,22728296
2018,2018,EN,Endangered,22728296
2016,2016,EN,Endangered,22728296
2014,2014,EN,Endangered,22728296
2020,2020,CR,Critically Endangered,22686239
2018,2018,CR,Critically Endangered,22686239
2016,2016,CR,Critically Endangered,22686239
2015,2015,CR,Critically Endangered,22686239
2013,2013,CR,Critically Endangered,22686239
2012,2012,CR,Critically Endangered,22686239
2010,2010,CR,Critically Endangered,22686239
2009,2009,CR,Critically Endangered,22686239
2008,2008,CR,Critically Endangered,22686239
2006,2006,CR,Critically Endangered,22686239
2004,2004,CR,Critically Endangered,22686239
2000,2000,CR,Critically Endangered,22686239
1996,1996,CR,Critically Endangered,22686239
1994,1994,CR,Critically Endangered,22686239
1988,1988,T,Threatened,22686239
1996,1996,CR,Critically Endangered,1076
1994,1994,I,Indeterminate,1076
2020,2019,CR,Critically Endangered,152330878
2020,2019,CR,Critically Endangered,44177
2004,2004,EN,Endangered,44177
2020,2019,CR,Critically Endangered,44178
2004,2004,VU,Vulnerable,44178
2020,2019,CR,Critically Endangered,152331440
2016,2014,CR,Critically Endangered,59050
2008,2008,CR,Critically Endangered,59050
2004,2004,CR,Critically Endangered,59050
2015,2014,CR,Critically Endangered,59051
2008,2008,CR,Critically Endangered,59051
2004,2004,CR,Critically Endangered,59051
2020,2015,CR,Critically Endangered,59055
2008,2008,CR,Critically Endangered,59055
2004,2004,CR,Critically Endangered,59055
1994,1994,R,Rare,59055
1990,1990,R,Rare,59055
1988,1988,R,Rare,59055
1986,1986,R,Rare,59055
2020,2019,CR,Critically Endangered,59061
2008,2008,CR,Critically Endangered,59061
2004,2004,CR,Critically Endangered,59061
2020,2019,CR,Critically Endangered,1095
2010,2008,CR,Critically Endangered,1095
2006,2006,CR,Critically Endangered,1095
2004,2004,VU,Vulnerable,1095
1996,1996,VU,Vulnerable,1095
1994,1994,R,Rare,1095
1990,1990,R,Rare,1095
1988,1988,R,Rare,1095
1986,1986,R,Rare,1095
2015,2014,CR,Critically Endangered,59070
2010,2009,CR,Critically Endangered,59070
2008,2008,CR,Critically Endangered,59070
2004,2004,CR,Critically Endangered,59070
2019,2018,CR,Critically Endangered,1117
1996,1996,EW,Extinct in the Wild,1117
1994,1994,E,Endangered,1117
1990,1990,E,Endangered,1117
2019,2017,CR,Critically Endangered,29432
2004,2004,CR,Critically Endangered,29432
2014,2013,CR,Critically Endangered,19198593
2019,2017,CR,Critically Endangered,122150350
2021,2020,CR,Critically Endangered,173699164
2020,2019,CR,Critically Endangered,150107127
2020,2019,CR,Critically Endangered,150107133
2020,2019,CR,Critically Endangered,150107194
2020,2019,CR,Critically Endangered,150122729
2020,2019,CR,Critically Endangered,150122874
2020,2019,CR,Critically Endangered,169382
2009,2007,CR,Critically Endangered,169382
2016,2015,CR,Critically Endangered,74855383
2016,2015,CR,Critically Endangered,74855790
2016,2015,CR,Critically Endangered,74856459
2021,2014,CR,Critically Endangered,75161540
2009,2007,CR,Critically Endangered,166177
2011,2011,CR,Critically Endangered,166094
2011,2011,CR,Critically Endangered,166068
2016,2014,CR,Critically Endangered,49830703
2010,2009,CR,Critically Endangered,176265
2018,2018,CR,Critically Endangered,22680203
2016,2016,CR,Critically Endangered,22680203
2015,2015,CR,Critically Endangered,22680203
2013,2013,CR,Critically Endangered,22680203
2012,2012,CR,Critically Endangered,22680203
2010,2010,CR,Critically Endangered,22680203
2009,2009,CR,Critically Endangered,22680203
2008,2008,CR,Critically Endangered,22680203
2006,2006,CR,Critically Endangered,22680203
2004,2004,CR,Critically Endangered,22680203
2000,2000,VU,Vulnerable,22680203
1996,1996,VU,Vulnerable,22680203
1994,1994,VU,Vulnerable,22680203
1988,1988,T,Threatened,22680203
1996,1996,CR,Critically Endangered,1261
1994,1994,E,Endangered,1261
1990,1990,E,Endangered,1261
1988,1988,E,Endangered,1261
1986,1986,E,Endangered,1261
1983,1983,E,Endangered,1261
2010,2008,CR,Critically Endangered,1262
1996,1996,EN,Endangered,1262
2014,2012,CR,Critically Endangered,196505
2019,2016,CR,Critically Endangered,55170
2004,2004,CR,Critically Endangered,55170
2019,2018,CR,Critically Endangered,77318469
2017,2016,CR,Critically Endangered,55210
2004,2004,VU,Vulnerable,55210
2013,2013,CR,Critically Endangered,19199315
2017,2017,CR,Critically Endangered,103896506
2004,2004,CR,Critically Endangered,1272
1996,1996,DD,Data Deficient,1272
1994,1994,I,Indeterminate,1272
1990,1990,I,Indeterminate,1272
1988,1988,I,Indeterminate,1272
1986,1986,I,Indeterminate,1272
1996,1996,CR,Critically Endangered,1290
1994,1994,K,Insufficiently Known,1290
1990,1990,K,Insufficiently Known,1290
1988,1988,K,Insufficiently Known,1290
1986,1986,K,Insufficiently Known,1290
1983,1983,K,Insufficiently Known,1290
2020,2018,CR,Critically Endangered,60344
2014,2013,CR,Critically Endangered,60344
2010,2008,CR,Critically Endangered,60344
2008,2008,CR,Critically Endangered,60344
2016,2015,CR,Critically Endangered,58010
2008,2008,CR,Critically Endangered,58010
2004,2004,CR,Critically Endangered,58010
2018,2017,CR,Critically Endangered,102839222
2013,2013,CR,Critically Endangered,19672459
2021,2020,CR,Critically Endangered,200030437
2010,2007,CR,Critically Endangered,184637
2010,2007,CR,Critically Endangered,184606
2016,2016,CR,Critically Endangered,190943
2011,2011,DD,Data Deficient,190943
2020,2016,CR,Critically Endangered,190944
2016,2016,CR,Critically Endangered,190944
2012,2011,CR,Critically Endangered,190944
2019,2019,CR,Critically Endangered,22685527
2016,2016,CR,Critically Endangered,22685527
2015,2015,CR,Critically Endangered,22685527
2013,2012,CR,Critically Endangered,22685527
2012,2012,CR,Critically Endangered,22685527
2010,2010,CR,Critically Endangered,22685527
2009,2009,CR,Critically Endangered,22685527
2008,2008,CR,Critically Endangered,22685527
2004,2004,CR,Critically Endangered,22685527
2000,2000,CR,Critically Endangered,22685527
1996,1996,EX,Extinct,22685527
1994,1994,EX,Extinct,22685527
1988,1988,T,Threatened,22685527
2020,2015,CR,Critically Endangered,74994414
2020,2016,CR,Critically Endangered,178363
2011,2009,EN,Endangered,178363
2021,2012,CR,Critically Endangered,203080
2021,2012,CR,Critically Endangered,178272
2011,2009,EN,Endangered,178272
2020,2015,CR,Critically Endangered,74994974
2021,2020,CR,Critically Endangered,74995219
2020,2015,CR,Critically Endangered,74995297
2020,2016,CR,Critically Endangered,178278
2011,2009,CR,Critically Endangered,178278
2020,2015,CR,Critically Endangered,178592
2010,2009,EN,Endangered,178592
2020,2012,CR,Critically Endangered,203101
2021,2012,CR,Critically Endangered,203108
2021,2012,CR,Critically Endangered,203109
2020,2012,CR,Critically Endangered,178478
2011,2009,VU,Vulnerable,178478
2021,2020,CR,Critically Endangered,74995991
2020,2019,CR,Critically Endangered,178336
2011,2009,LC,Least Concern,178336
2020,2015,CR,Critically Endangered,75085311
2020,2015,CR,Critically Endangered,1319
2011,2009,CR,Critically Endangered,1319
1996,1996,CR,Critically Endangered,1319
1994,1994,E,Endangered,1319
1990,1990,E,Endangered,1319
1988,1988,E,Endangered,1319
1986,1986,E,Endangered,1319
2021,2019,CR,Critically Endangered,75086730
2021,2012,CR,Critically Endangered,203674
2020,2012,CR,Critically Endangered,203127
2019,2014,CR,Critically Endangered,50950423
2020,2012,CR,Critically Endangered,203128
2019,2018,CR,Critically Endangered,125200843
2019,2018,CR,Critically Endangered,125200559
2016,2015,CR,Critically Endangered,47709755
2018,2018,CR,Critically Endangered,54468
2004,2004,EN,Endangered,54468
2021,2018,CR,Critically Endangered,121383673
2020,2018,CR,Critically Endangered,78901981
2018,2018,CR,Critically Endangered,78901981
2020,2019,CR,Critically Endangered,65880793
2018,2018,CR,Critically Endangered,22704415
2016,2016,CR,Critically Endangered,22704415
2015,2015,CR,Critically Endangered,22704415
2013,2013,CR,Critically Endangered,22704415
2012,2012,CR,Critically Endangered,22704415
2008,2008,EN,Endangered,22704415
2007,2007,EN,Endangered,22704415
2004,2004,EN,Endangered,22704415
2000,2000,EN,Endangered,22704415
1996,1996,EN,Endangered,22704415
1994,1994,EN,Endangered,22704415
1988,1988,T,Threatened,22704415
2020,2020,CR,Critically Endangered,22682447
2018,2016,CR,Critically Endangered,22682447
2016,2016,CR,Critically Endangered,22682447
2013,2013,CR,Critically Endangered,22682447
2012,2012,CR,Critically Endangered,22682447
2010,2010,CR,Critically Endangered,22682447
2009,2009,CR,Critically Endangered,22682447
2008,2008,CR,Critically Endangered,22682447
2006,2006,CR,Critically Endangered,22682447
2004,2004,CR,Critically Endangered,22682447
2000,2000,CR,Critically Endangered,22682447
1996,1996,CR,Critically Endangered,22682447
1994,1994,CR,Critically Endangered,22682447
1988,1988,T,Threatened,22682447
2018,2018,CR,Critically Endangered,22728410
2016,2016,CR,Critically Endangered,22728410
2015,2015,CR,Critically Endangered,22728410
2012,2012,CR,Critically Endangered,22728410
2011,2011,CR,Critically Endangered,22728410
2010,2010,CR,Critically Endangered,22728410
2009,2009,CR,Critically Endangered,22728410
2008,2008,CR,Critically Endangered,22728410
2004,2004,CR,Critically Endangered,22728410
2000,2000,CR,Critically Endangered,22728410
1994,1994,NR,Not Recognized,22728410
1988,1988,NR,Not Recognized,22728410
2012,2007,CR,Critically Endangered,199526
1996,1996,CR,Critically Endangered,1784
2021,2020,CR,Critically Endangered,22713719
