year,assess_year,code,category,taxonid_iucn
2004,2004,DD,Data Deficient,59649
2013,2012,CR,Critically Endangered,198184
2013,2012,CR,Critically Endangered,198218
2017,2015,CR,Critically Endangered,5711
1996,1996,VU,Vulnerable,5711
2017,2016,CR,Critically Endangered,170837
2017,2016,CR,Critically Endangered,177778
2021,2019,CR,Critically Endangered,109452875
2015,2014,CR,Critically Endangered,5748
2008,2008,CR,Critically Endangered,5748
2006,2006,CR,Critically Endangered,5748
1996,1996,VU,Vulnerable,5748
1994,1994,I,Indeterminate,5748
1990,1990,I,Indeterminate,5748
1988,1988,K,Insufficiently Known,5748
2017,2017,CR,Critically Endangered,97169951
2009,2007,CR,Critically Endangered,163631
2017,2017,CR,Critically Endangered,103897388
2018,2016,CR,Critically Endangered,136389
2010,2010,CR,Critically Endangered,136389
2008,2008,CR,Critically Endangered,136389
2020,2019,CR,Critically Endangered,54360
2008,2008,CR,Critically Endangered,54360
2004,2004,CR,Critically Endangered,54360
2019,2019,CR,Critically Endangered,78459186
2020,2019,CR,Critically Endangered,190988
2012,2011,DD,Data Deficient,190988
2020,2019,CR,Critically Endangered,89183465
2020,2019,CR,Critically Endangered,89183450
2013,2011,CR,Critically Endangered,202435
2016,2015,CR,Critically Endangered,68286189
2018,2017,CR,Critically Endangered,136390
2008,2008,CR,Critically Endangered,136390
2018,2016,CR,Critically Endangered,136633
2008,2008,CR,Critically Endangered,136633
2018,2016,CR,Critically Endangered,5826
2008,2008,CR,Critically Endangered,5826
1996,1996,LR/nt,Lower Risk/near threatened,5826
2018,2018,CR,Critically Endangered,44181
2011,2010,CR,Critically Endangered,44181
2004,2004,CR,Critically Endangered,44181
2012,2012,CR,Critically Endangered,194988
2011,2011,EN,Endangered,194988
2011,2011,CR,Critically Endangered,194987
2004,2004,CR,Critically Endangered,44190
2017,2017,CR,Critically Endangered,5861
1996,1996,VU,Vulnerable,5861
1994,1994,E,Endangered,5861
1990,1990,R,Rare,5861
1988,1988,R,Rare,5861
2018,2017,CR,Critically Endangered,109464601
2016,2015,CR,Critically Endangered,75607275
2021,2020,CR,Critically Endangered,16013066
2011,2010,CR,Critically Endangered,171828
2000,2000,CR,Critically Endangered,5959
1996,1996,DD,Data Deficient,5959
2020,2018,CR,Critically Endangered,163447
2016,2015,CR,Critically Endangered,163447
2020,2018,CR,Critically Endangered,97357437
2016,2015,CR,Critically Endangered,97357437
2000,2000,CR,Critically Endangered,5961
1996,1996,DD,Data Deficient,5961
2000,2000,CR,Critically Endangered,5956
1996,1996,DD,Data Deficient,5956
2020,2018,CR,Critically Endangered,163463
2016,2015,CR,Critically Endangered,163463
2020,2018,CR,Critically Endangered,123768950
2010,2009,CR,Critically Endangered,5957
2000,2000,EX,Extinct,5957
1996,1996,DD,Data Deficient,5957
1994,1994,K,Insufficiently Known,5957
1990,1990,K,Insufficiently Known,5957
1988,1988,K,Insufficiently Known,5957
2000,2000,CR,Critically Endangered,5963
1996,1996,DD,Data Deficient,5963
1996,1996,CR,Critically Endangered,5972
2020,2020,CR,Critically Endangered,22692737
2016,2016,CR,Critically Endangered,22692737
2015,2015,CR,Critically Endangered,22692737
2013,2013,CR,Critically Endangered,22692737
2012,2012,CR,Critically Endangered,22692737
2010,2010,CR,Critically Endangered,22692737
2008,2008,EN,Endangered,22692737
2004,2004,EN,Endangered,22692737
2000,2000,EN,Endangered,22692737
1996,1996,CR,Critically Endangered,22692737
1994,1994,CR,Critically Endangered,22692737
1988,1988,T,Threatened,22692737
2018,2018,CR,Critically Endangered,22724562
2016,2016,CR,Critically Endangered,22724562
2015,2015,CR,Critically Endangered,22724562
2013,2013,CR,Critically Endangered,22724562
2012,2012,CR,Critically Endangered,22724562
2010,2010,CR,Critically Endangered,22724562
2009,2009,CR,Critically Endangered,22724562
2008,2008,CR,Critically Endangered,22724562
2006,2006,CR,Critically Endangered,22724562
2005,2005,CR,Critically Endangered,22724562
2004,2004,EN,Endangered,22724562
2000,2000,EN,Endangered,22724562
1994,1994,NR,Not Recognized,22724562
1988,1988,NR,Not Recognized,22724562
2016,2016,CR,Critically Endangered,6004
1996,1996,LR/nt,Lower Risk/near threatened,6004
2008,2008,CR,Critically Endangered,136095
2021,2021,CR,Critically Endangered,6027
2010,2010,CR,Critically Endangered,6027
1996,1996,CR,Critically Endangered,6027
1994,1994,E,Endangered,6027
1990,1990,E,Endangered,6027
2004,2004,CR,Critically Endangered,6040
1996,1996,EN,Endangered,6040
2019,2018,CR,Critically Endangered,6041
2000,2000,EN,Endangered,6041
1996,1996,EN,Endangered,6041
2012,2012,CR,Critically Endangered,6043
1996,1996,CR,Critically Endangered,6043
2020,2019,CR,Critically Endangered,6031
1996,1996,CR,Critically Endangered,6031
1994,1994,E,Endangered,6031
1990,1990,E,Endangered,6031
1988,1988,E,Endangered,6031
1986,1986,E,Endangered,6031
1996,1996,CR,Critically Endangered,6046
2000,2000,CR,Critically Endangered,6048
1996,1996,EN,Endangered,6048
2020,2019,CR,Critically Endangered,29605
2000,2000,EN,Endangered,29605
1996,1996,EN,Endangered,29605
2021,2019,CR,Critically Endangered,42492703
2013,2012,CR,Critically Endangered,203808
2013,2012,CR,Critically Endangered,203810
2020,2019,CR,Critically Endangered,169384
2009,2007,DD,Data Deficient,169384
2021,2020,CR,Critically Endangered,173830177
2021,2020,CR,Critically Endangered,173830260
2021,2021,CR,Critically Endangered,173830346
2021,2021,CR,Critically Endangered,173830382
2020,2019,CR,Critically Endangered,59439
2004,2004,DD,Data Deficient,59439
2020,2019,CR,Critically Endangered,79075338
2020,2019,CR,Critically Endangered,78516909
2021,2020,CR,Critically Endangered,22709502
2016,2016,CR,Critically Endangered,22709502
2013,2013,CR,Critically Endangered,22709502
2012,2012,CR,Critically Endangered,22709502
2010,2010,CR,Critically Endangered,22709502
2009,2009,CR,Critically Endangered,22709502
2008,2008,CR,Critically Endangered,22709502
2004,2004,CR,Critically Endangered,22709502
2000,2000,CR,Critically Endangered,22709502
1996,1996,VU,Vulnerable,22709502
1994,1994,VU,Vulnerable,22709502
1988,1988,T,Threatened,22709502
2014,2013,CR,Critically Endangered,19672630
2019,2018,CR,Critically Endangered,6133
1996,1996,CR,Critically Endangered,6133
1994,1994,V,Vulnerable,6133
1990,1990,V,Vulnerable,6133
1988,1988,V,Vulnerable,6133
1986,1986,V,Vulnerable,6133
2014,2014,CR,Critically Endangered,6149
1996,1996,VU,Vulnerable,6149
1994,1994,V,Vulnerable,6149
1990,1990,V,Vulnerable,6149
1988,1988,E,Endangered,6149
1986,1986,V,Vulnerable,6149
2021,2020,CR,Critically Endangered,82958669
2019,2019,CR,Critically Endangered,82958891
2019,2018,CR,Critically Endangered,6155
1996,1996,EX,Extinct,6155
1994,1994,Ex,Extinct,6155
1990,1990,Ex,Extinct,6155
1988,1988,Ex,Extinct,6155
1986,1986,Ex,Extinct,6155
2019,2018,CR,Critically Endangered,6162
1996,1996,CR,Critically Endangered,6162
1994,1994,E,Endangered,6162
1990,1990,E,Endangered,6162
1988,1988,V,Vulnerable,6162
1986,1986,V,Vulnerable,6162
2011,2011,CR,Critically Endangered,166039
1996,1996,CR,Critically Endangered,6180
2009,2007,CR,Critically Endangered,166157
2011,2009,CR,Critically Endangered,166099
2008,2008,CR,Critically Endangered,6178
1996,1996,EN,Endangered,6178
1994,1994,I,Indeterminate,6178
2009,2007,CR,Critically Endangered,169621
2011,2009,CR,Critically Endangered,166169
1996,1996,CR,Critically Endangered,6184
1994,1994,E,Endangered,6184
2021,2019,CR,Critically Endangered,126554768
2021,2019,CR,Critically Endangered,149333480
2018,2017,CR,Critically Endangered,104686673
2018,2017,CR,Critically Endangered,125554212
2021,2019,CR,Critically Endangered,178636
2010,2009,DD,Data Deficient,178636
2018,2017,CR,Critically Endangered,101742261
2018,2017,CR,Critically Endangered,104692634
2018,2017,CR,Critically Endangered,101742350
2021,2019,CR,Critically Endangered,149336821
2018,2017,CR,Critically Endangered,104695227
2021,2019,CR,Critically Endangered,197220
2018,2017,CR,Critically Endangered,104699508
2011,2009,CR,Critically Endangered,155999
2011,2009,CR,Critically Endangered,171934
2009,2008,CR,Critically Endangered,164722
2008,2008,CR,Critically Endangered,6285
1996,1996,LR/nt,Lower Risk/near threatened,6285
2011,2011,CR,Critically Endangered,180969
2017,2017,CR,Critically Endangered,80200052
2016,2015,CR,Critically Endangered,47710557
2016,2016,CR,Critically Endangered,89575347
2011,2011,CR,Critically Endangered,189608
2006,2006,CR,Critically Endangered,60759
2006,2006,CR,Critically Endangered,60446
2020,2011,CR,Critically Endangered,195520
2012,2011,CR,Critically Endangered,195520
2012,2007,CR,Critically Endangered,199490
2019,2018,CR,Critically Endangered,61442
2012,2006,CR,Critically Endangered,61442
2006,2006,CR,Critically Endangered,61442
2020,2019,CR,Critically Endangered,156206333
2016,2016,CR,Critically Endangered,22681531
2012,2012,CR,Critically Endangered,22681531
2009,2009,CR,Critically Endangered,22681531
2008,2008,CR,Critically Endangered,22681531
2004,2004,CR,Critically Endangered,22681531
2000,2000,CR,Critically Endangered,22681531
1996,1996,CR,Critically Endangered,22681531
1994,1994,CR,Critically Endangered,22681531
1988,1988,T,Threatened,22681531
2016,2015,CR,Critically Endangered,136668
2008,2008,CR,Critically Endangered,136668
2016,2015,CR,Critically Endangered,136696
2008,2008,CR,Critically Endangered,136696
2019,2015,CR,Critically Endangered,6435
2008,2008,CR,Critically Endangered,6435
1996,1996,EN,Endangered,6435
1994,1994,E,Endangered,6435
2021,2019,CR,Critically Endangered,6439
2008,2008,CR,Critically Endangered,6439
2004,2004,CR,Critically Endangered,6439
1996,1996,LR/nt,Lower Risk/near threatened,6439
1994,1994,R,Rare,6439
2017,2015,CR,Critically Endangered,203284
2020,2019,CR,Critically Endangered,29430
2004,2004,CR,Critically Endangered,29430
2020,2019,CR,Critically Endangered,59237
2008,2008,CR,Critically Endangered,59237
2004,2004,CR,Critically Endangered,59237
2020,2019,CR,Critically Endangered,194310
2011,2011,CR,Critically Endangered,194310
2020,2019,CR,Critically Endangered,59238
2008,2008,CR,Critically Endangered,59238
2004,2004,CR,Critically Endangered,59238
2020,2019,CR,Critically Endangered,194311
2011,2011,EN,Endangered,194311
2020,2019,CR,Critically Endangered,59240
2011,2011,CR,Critically Endangered,59240
2019,2019,CR,Critically Endangered,59241
2008,2008,VU,Vulnerable,59241
2004,2004,VU,Vulnerable,59241
2016,2015,CR,Critically Endangered,70688138
2016,2016,CR,Critically Endangered,51269274
2014,2014,CR,Critically Endangered,51269274
2006,2006,CR,Critically Endangered,6493
1996,1996,EN,Endangered,6493
1994,1994,V,Vulnerable,6493
1990,1990,V,Vulnerable,6493
1988,1988,V,Vulnerable,6493
1986,1986,V,Vulnerable,6493
1982,1982,V,Vulnerable,6493
2013,2013,CR,Critically Endangered,46967807
2013,2013,CR,Critically Endangered,46967838
2013,2013,CR,Critically Endangered,46967863
2013,2013,CR,Critically Endangered,46967817
2019,2019,CR,Critically Endangered,153085429
2019,2019,CR,Critically Endangered,149844482
1996,1996,CR,Critically Endangered,6519
2011,2009,CR,Critically Endangered,156088
2011,2009,CR,Critically Endangered,155578
2020,2016,CR,Critically Endangered,50924990
2020,2019,CR,Critically Endangered,152342985
2020,2019,CR,Critically Endangered,152343042
2020,2019,CR,Critically Endangered,152343129
2021,2019,CR,Critically Endangered,150255299
2021,2020,CR,Critically Endangered,22717507
2018,2018,CR,Critically Endangered,22717507
2017,2016,CR,Critically Endangered,22717507
2016,2016,CR,Critically Endangered,22717507
2015,2015,CR,Critically Endangered,22717507
2013,2013,CR,Critically Endangered,22717507
2012,2012,CR,Critically Endangered,22717507
2010,2010,CR,Critically Endangered,22717507
2009,2009,CR,Critically Endangered,22717507
2008,2008,CR,Critically Endangered,22717507
2006,2006,CR,Critically Endangered,22717507
2004,2004,CR,Critically Endangered,22717507
2000,2000,CR,Critically Endangered,22717507
1996,1996,CR,Critically Endangered,22717507
1994,1994,CR,Critically Endangered,22717507
1988,1988,EX,Extinct,22717507
2020,2019,CR,Critically Endangered,6553
2008,2008,CR,Critically Endangered,6553
1996,1996,CR,Critically Endangered,6553
1994,1994,E,Endangered,6553
1990,1990,E,Endangered,6553
1988,1988,E,Endangered,6553
1986,1986,E,Endangered,6553
1965,1965,,"""Very rare and believed to be decreasing in numbers""",6553
2020,2020,CR,Critically Endangered,6557
2012,2011,CR,Critically Endangered,6557
2011,2011,CR,Critically Endangered,6557
2008,2008,CR,Critically Endangered,6557
2003,2003,CR,Critically Endangered,6557
2002,2002,CR,Critically Endangered,6557
1996,1996,CR,Critically Endangered,6557
1994,1994,E,Endangered,6557
1990,1990,E,Endangered,6557
1988,1988,E,Endangered,6557
1986,1986,E,Endangered,6557
1965,1965,,"""Less rare but believed to be threatened-requires watching""",6557
2020,2020,CR,Critically Endangered,39320
2011,2011,CR,Critically Endangered,39320
2008,2008,CR,Critically Endangered,39320
2003,2003,CR,Critically Endangered,39320
2002,2002,CR,Critically Endangered,39320
2000,2000,CR,Critically Endangered,39320
2020,2020,CR,Critically Endangered,39321
2012,2011,CR,Critically Endangered,39321
2011,2011,CR,Critically Endangered,39321
2008,2008,CR,Critically Endangered,39321
2003,2003,CR,Critically Endangered,39321
2002,2002,CR,Critically Endangered,39321
2000,2000,CR,Critically Endangered,39321
2014,2012,CR,Critically Endangered,201461
2019,2016,CR,Critically Endangered,22691890
2018,2016,CR,Critically Endangered,22691890
2016,2016,CR,Critically Endangered,22691890
2015,2015,CR,Critically Endangered,22691890
2014,2014,CR,Critically Endangered,22691890
2013,2013,EN,Endangered,22691890
2012,2012,EN,Endangered,22691890
2008,2008,EN,Endangered,22691890
2004,2004,EN,Endangered,22691890
2000,2000,EN,Endangered,22691890
1996,1996,VU,Vulnerable,22691890
1994,1994,VU,Vulnerable,22691890
1988,1988,T,Threatened,22691890
2021,2017,CR,Critically Endangered,176154
2011,2010,CR,Critically Endangered,176154
2021,2017,CR,Critically Endangered,176187
2011,2010,CR,Critically Endangered,176187
2021,2017,CR,Critically Endangered,176177
2011,2010,CR,Critically Endangered,176177
2021,2017,CR,Critically Endangered,176178
2011,2010,CR,Critically Endangered,176178
2021,2017,CR,Critically Endangered,176150
2011,2010,CR,Critically Endangered,176150
2014,2012,CR,Critically Endangered,196742
2020,2018,CR,Critically Endangered,161326462
2018,2018,CR,Critically Endangered,22728364
2017,2016,CR,Critically Endangered,22728364
2016,2016,CR,Critically Endangered,22728364
2015,2015,CR,Critically Endangered,22728364
2013,2013,CR,Critically Endangered,22728364
2012,2012,CR,Critically Endangered,22728364
2010,2010,CR,Critically Endangered,22728364
2009,2009,CR,Critically Endangered,22728364
2008,2008,CR,Critically Endangered,22728364
2007,2007,EN,Endangered,22728364
2005,2005,EN,Endangered,22728364
2004,2004,EN,Endangered,22728364
2003,2003,EN,Endangered,22728364
2000,2000,EN,Endangered,22728364
1994,1994,NR,Not Recognized,22728364
1988,1988,NR,Not Recognized,22728364
2016,2014,CR,Critically Endangered,6638
1996,1996,CR,Critically Endangered,6638
1994,1994,I,Indeterminate,6638
2020,2011,CR,Critically Endangered,6650
2012,2011,CR,Critically Endangered,6650
1996,1996,DD,Data Deficient,6650
1994,1994,V,Vulnerable,6650
2012,2011,CR,Critically Endangered,6651
1996,1996,DD,Data Deficient,6651
1994,1994,V,Vulnerable,6651
2004,2004,CR,Critically Endangered,44648
2020,2011,CR,Critically Endangered,6659
2012,2011,CR,Critically Endangered,6659
1996,1996,DD,Data Deficient,6659
1994,1994,V,Vulnerable,6659
2012,2011,CR,Critically Endangered,6652
1996,1996,DD,Data Deficient,6652
1994,1994,V,Vulnerable,6652
2004,2004,CR,Critically Endangered,44638
2012,2011,CR,Critically Endangered,6658
1996,1996,DD,Data Deficient,6658
1994,1994,V,Vulnerable,6658
2018,2016,CR,Critically Endangered,6676
2008,2008,CR,Critically Endangered,6676
1996,1996,EN,Endangered,6676
1994,1994,E,Endangered,6676
1990,1990,E,Endangered,6676
1988,1988,E,Endangered,6676
2021,2021,CR,Critically Endangered,203364219
2021,2021,CR,Critically Endangered,18903491
2020,2019,CR,Critically Endangered,63124
2007,2007,VU,Vulnerable,63124
2011,2010,CR,Critically Endangered,6730
1996,1996,CR,Critically Endangered,6730
1994,1994,Ex?,Extinct?,6730
2011,2010,CR,Critically Endangered,6721
1996,1996,EN,Endangered,6721
1994,1994,V,Vulnerable,6721
1990,1990,V,Vulnerable,6721
1988,1988,V,Vulnerable,6721
1986,1986,V,Vulnerable,6721
1983,1983,V,Vulnerable,6721
2011,2010,CR,Critically Endangered,6731
1996,1996,CR,Critically Endangered,6731
1994,1994,Ex?,Extinct?,6731
2018,2017,CR,Critically Endangered,113874173
2020,2020,CR,Critically Endangered,6773
2008,2008,CR,Critically Endangered,6773
2006,2006,CR,Critically Endangered,6773
1996,1996,EX,Extinct,6773
1994,1994,Ex?,Extinct?,6773
1990,1990,Ex?,Extinct?,6773
1988,1988,Ex?,Extinct?,6773
2017,2016,CR,Critically Endangered,97160451
2016,2015,CR,Critically Endangered,6794
2008,2008,CR,Critically Endangered,6794
1996,1996,EN,Endangered,6794
1994,1994,V,Vulnerable,6794
1990,1990,R,Rare,6794
1988,1988,R,Rare,6794
1986,1986,R,Rare,6794
1982,1982,R,Rare,6794
2019,2019,CR,Critically Endangered,145337626
1996,1996,CR,Critically Endangered,6818
1996,1996,CR,Critically Endangered,6819
2011,2011,CR,Critically Endangered,188971
2020,2019,CR,Critically Endangered,139566109
2020,2019,CR,Critically Endangered,139568018
2021,2020,CR,Critically Endangered,177896807
2020,2019,CR,Critically Endangered,139568933
2020,2019,CR,Critically Endangered,139569432
1996,1996,CR,Critically Endangered,6843
1994,1994,V,Vulnerable,6843
1990,1990,E,Endangered,6843
1988,1988,E,Endangered,6843
1986,1986,E,Endangered,6843
2016,2014,CR,Critically Endangered,44580193
2017,2017,CR,Critically Endangered,6852
2002,2002,CR,Critically Endangered,6852
1996,1996,EX,Extinct,6852
1994,1994,Ex?,Extinct?,6852
1990,1990,Ex,Extinct,6852
1988,1988,Ex,Extinct,6852
1986,1986,Ex,Extinct,6852
1983,1983,E,Endangered,6852
2020,2019,CR,Critically Endangered,55416
2017,2004,CR,Critically Endangered,55416
2004,2004,CR,Critically Endangered,55416
2019,2019,CR,Critically Endangered,157011948
2009,2006,CR,Critically Endangered,168123
2020,2020,CR,Critically Endangered,54716
2004,2004,EN,Endangered,54716
2019,2018,CR,Critically Endangered,57854498
2020,2012,CR,Critically Endangered,15177500
2004,2004,CR,Critically Endangered,59447
2020,2019,CR,Critically Endangered,78494566
2020,2019,CR,Critically Endangered,55471
2004,2004,CR,Critically Endangered,55471
2019,2018,CR,Critically Endangered,85341796
2020,2014,CR,Critically Endangered,55685
2004,2004,CR,Critically Endangered,55685
2019,2016,CR,Critically Endangered,55048
2008,2008,DD,Data Deficient,55048
2004,2004,DD,Data Deficient,55048
2013,2011,CR,Critically Endangered,198113
2018,2017,CR,Critically Endangered,117372657
2020,2019,CR,Critically Endangered,66187676
1996,1996,CR,Critically Endangered,7120
1994,1994,V,Vulnerable,7120
1990,1990,V,Vulnerable,7120
1988,1988,V,Vulnerable,7120
1986,1986,V,Vulnerable,7120
1983,1983,V,Vulnerable,7120
2014,2011,CR,Critically Endangered,202436
2017,2016,CR,Critically Endangered,84379796
2010,2006,CR,Critically Endangered,169262
2009,2006,CR,Critically Endangered,169262
2011,2011,CR,Critically Endangered,199856
2004,2004,CR,Critically Endangered,56403
2021,2020,CR,Critically Endangered,56408
2013,2011,DD,Data Deficient,56408
2010,2008,CR,Critically Endangered,56408
2004,2004,CR,Critically Endangered,56408
2004,2004,CR,Critically Endangered,56409
2010,2008,CR,Critically Endangered,56428
2004,2004,CR,Critically Endangered,56428
2004,2004,CR,Critically Endangered,56449
2004,2004,CR,Critically Endangered,56452
2004,2004,CR,Critically Endangered,56466
2004,2004,CR,Critically Endangered,56473
2010,2008,CR,Critically Endangered,56475
2004,2004,CR,Critically Endangered,56475
2010,2008,CR,Critically Endangered,56493
2004,2004,CR,Critically Endangered,56493
2021,2020,CR,Critically Endangered,7143
2010,2008,CR,Critically Endangered,7143
2004,2004,CR,Critically Endangered,7143
1996,1996,VU,Vulnerable,7143
1994,1994,I,Indeterminate,7143
2004,2004,CR,Critically Endangered,56511
2004,2004,CR,Critically Endangered,56525
2004,2004,CR,Critically Endangered,56541
2010,2008,CR,Critically Endangered,56549
2004,2004,CR,Critically Endangered,56549
2004,2004,CR,Critically Endangered,56567
2021,2020,CR,Critically Endangered,7150
2010,2008,CR,Critically Endangered,7150
2008,2008,CR,Critically Endangered,7150
2004,2004,CR,Critically Endangered,7150
1996,1996,DD,Data Deficient,7150
2010,2008,CR,Critically Endangered,56592
2004,2004,CR,Critically Endangered,56592
2004,2004,CR,Critically Endangered,56605
2010,2008,CR,Critically Endangered,56608
2004,2004,CR,Critically Endangered,56608
2010,2008,CR,Critically Endangered,56617
2004,2004,CR,Critically Endangered,56617
2010,2008,CR,Critically Endangered,56618
2004,2004,CR,Critically Endangered,56618
2021,2020,CR,Critically Endangered,56634
2008,2008,EN,Endangered,56634
2004,2004,EN,Endangered,56634
2004,2004,CR,Critically Endangered,56660
2021,2020,CR,Critically Endangered,56681
2004,2004,EN,Endangered,56681
2021,2020,CR,Critically Endangered,7142
2010,2008,CR,Critically Endangered,7142
2008,2008,CR,Critically Endangered,7142
2004,2004,CR,Critically Endangered,7142
1996,1996,DD,Data Deficient,7142
1994,1994,R,Rare,7142
1990,1990,R,Rare,7142
